,Tweet,tags,Processed_Tweets,Tweets_Adjectives,Tweets_Sentiment,Subjectivity,Polarity,Sentiment
6498,b'@ettadika this fish looks like it died of asthma.',asthma,b fish looks like died asthma,fish,fish look like died asthma,0.0,0.0,Neutral
6499,b'@allaboutnaae17 @lulbaaby9 genius with asthma huh?',asthma,b genius asthma huh,,genius asthma huh,0.0,0.0,Neutral
6500,b'y is my asthma getting bad again wtf',asthma,b asthma getting bad wtf,bad,asthma getting bad wtf,0.8333333333333333,-0.5999999999999999,Negative
6501,"b'in case you didnt notice before, its a prop.\na mothafuuka got asthma out here!  https://t.co/r1hea1wbgd'",asthma,b'in case didnt notice prop.\na mothafuuka got asthma,didnt,in case didnt notice prop.\na mothafuuka got asthma,0.0,0.0,Neutral
6502,b'@plasma_asthma you cant do two',asthma,b cant two,,cant two,0.0,0.0,Neutral
6503,"b""@brownjhm nerd or aerd or samter's triad \ncharacterised by triad of\nasthma\nnasal polyposis\nnsaid intolerance""",asthma,b '' nerd aerd samter 's triad \ncharacterised triad of\nasthma\nnasal polyposis\nnsaid intolerance '',nerd triad,`` nerd aerd samter 's triad \ncharacterised triad of\nasthma\nnasal polyposis\nnsaid intolerance ``,0.0,0.0,Neutral
6504,b'#respiratory #lunghealth #ehealth #dennisboal #learnlivebehealthy @healthy_learn \n.\n.\nasthma and ozone... https://t.co/noythzbubg',asthma,b'respiratory lunghealth ehealth dennisboal learnlivebehealthy \n.\n.\nasthma ozone ...,learnlivebehealthy,respiratory lunghealth ehealth dennisboal learnlivebehealthy \n.\n.\nasthma ozone ...,0.0,0.0,Neutral
6505,"b""i'm thankful every day my long covid got much better with physical therapy. \n\neven though my asthma is now garbage,... https://t.co/hokwzbff8u""",asthma,b '' 'm thankful every day long covid got much better physical therapy \n\neven though asthma garbage ...,thankful physical asthma,`` 'm thankful every day long covid got much better physical therapy \n\neven though asthma garbage ...,0.34761904761904766,0.15,Positive
6506,"b'i have asthma, so all that cold water, air and ice would probably  me https://t.co/tywgilq2ye'",asthma,b asthma cold water air ice would probably,cold,asthma cold water air ice would probably,1.0,-0.6,Negative
6507,b'big up asthma',asthma,b'big asthma,,big asthma,0.1,0.0,Neutral
6508,b'my asthma getting worse im a take a break from smoking',asthma,b'my asthma getting worse im take break smoking,,my asthma getting worse im take break smoking,0.6,-0.4,Negative
6509,"b'rt @medcellpress: new issue! with exciting research on breastfeeding and childhood asthma risk, immune signatures to predict adverse events...'",asthma,b'rt new issue exciting research breastfeeding childhood asthma risk immune signatures predict adverse events ..., new adverse, new issue exciting research breastfeeding childhood asthma risk immune signature predict adverse event ...,0.6272727272727273,0.21818181818181817,Positive
6510,"b'@brownjhm 40f w/ hx asthma, recurrent sinus infections p/w acute resp distress after aspirin use. likely dx: #aerd/... https://t.co/ggdjgvhjj4'",asthma,b f w/ hx asthma recurrent sinus infections p/w acute resp distress aspirin use likely dx aerd/ ...,asthma acute likely,f w/ hx asthma recurrent sinus infection p/w acute resp distress aspirin use likely dx aerd/ ...,0.95,0.3,Positive
6511,"b""@whois2ngo to be honest i am starting to see why they don't need fickle chest in mine because this video nearly gave me an asthma attack""",asthma,b '' honest starting see n't need fickle chest mine video nearly gave asthma attack '',fickle asthma,`` honest starting see n't need fickle chest mine video nearly gave asthma attack ``,0.4666666666666666,0.2333333333333333,Positive
6512,b'@_likeadragon it was only when i was child. i had bad asthma',asthma,b child bad asthma,bad,child bad asthma,0.6666666666666666,-0.6999999999999998,Negative
6513,"b'this is a completely serious tweet take a few deep breaths, will change ur life sorry to ppl with asthma'",asthma,b'this completely serious tweet take deep breaths change ur life sorry ppl asthma,serious deep ur,this completely serious tweet take deep breath change ur life sorry ppl asthma,0.6888888888888888,-0.27777777777777773,Negative
6514,b'fourth valentines day without my grandpa im having a bad asthma attack ',asthma,b'fourth valentines day without grandpa im bad asthma attack,fouh bad,fourth valentine day without grandpa im bad asthma attack,0.3333333333333333,-0.3499999999999999,Negative
6515,"b'@hiragananinja oh, no. i couldnt do that, i have asthma '",asthma,b oh couldnt asthma,,oh couldnt asthma,0.0,0.0,Neutral
6516,"b'@lulbaaby9 it can mess up the babys brain and lungs . the baby could also get asthma , have birth defects , come ou... https://t.co/arryirq1xl'",asthma,b mess babys brain lungs baby could also get asthma birth defects come ou ...,asthma,mess baby brain lung baby could also get asthma birth defect come ou ...,0.175,-0.175,Negative
6517,b'bitch i have asthma??? ',asthma,b'bitch asthma,,bitch asthma,0.0,0.0,Neutral
6518,"b'is it better to die when you have allergic asthma, are allergic to cats but also love cats and have 4 sillies you...... https://t.co/jmcynnmcct'",asthma,b'is better die allergic asthma allergic cats also love cats sillies ......,allergic asthma,is better die allergic asthma allergic cat also love cat silly ......,0.6583333333333333,0.16666666666666666,Positive
6519,"b'rt @wae_ltd: a 2018 study found that air purifiers are effective to relieve asthma symptoms, especially among children. another study 2016...'",asthma,b'rt study found air purifiers effective relieve asthma symptoms especially among children another study ...,effective, study found air purifier effective relieve asthma symptom especially among child another study ...,0.9,0.3,Positive
6520,"b'if your child is wheezing, it may be a sign of asthma. learn more about the relationship between wheezing and child... https://t.co/ketwkh6jkf'",asthma,b'if child wheezing may sign asthma learn relationship wheezing child ...,,if child wheezing may sign asthma learn relationship wheezing child ...,0.0,0.0,Neutral
6521,b'my school had... an elevator. that i got yelled at for using when my asthma acted up... while my locker was on the... https://t.co/rhwviacvtr',asthma,b'my school ... elevator got yelled using asthma acted ... locker ...,my,my school ... elevator got yelled using asthma acted ... locker ...,0.0,0.0,Neutral
6522,"b'my fast growing puppy has had a fantastic last 4 days w/ barely any meds needed. no nebulizer, no panic or asthma a... https://t.co/zr2d8jiz7p'",asthma,b'my fast growing puppy fantastic last days w/ barely meds needed nebulizer panic asthma ...,puppy fantastic last panic,my fast growing puppy fantastic last day w/ barely med needed nebulizer panic asthma ...,0.4166666666666667,0.16250000000000003,Positive
6523,"b'@llacour24 sore throat, congestion, asthma messing with me\n.'",asthma,b sore throat congestion asthma messing me\n,,sore throat congestion asthma messing me\n,0.0,0.0,Neutral
6524,"b'she didnt lecture me. she simply asked how i was and checked my vitals (i have high blood pressure, asthma, depres... https://t.co/6xyvjpy1p6'",asthma,b'she didnt lecture simply asked checked vitals high blood pressure asthma depres ...,checked high,she didnt lecture simply asked checked vitals high blood pressure asthma depres ...,0.4485714285714285,0.08,Positive
6525,"b'@delthiaricks this age group takes #asthma, #pain meds, #antidepressants, all suppress ifng a key signal in innate... https://t.co/xrsujvnf4w'",asthma,b age group takes asthma pain meds antidepressants suppress ifng key signal innate ...,pain suppress ifng key signal,age group take asthma pain med antidepressant suppress ifng key signal innate ...,1.0,0.0,Neutral
6526,b'@cheshire_lorrie @kittytriplet thanks! hopefully it will be mild. my wife has asthma issues at times.',asthma,b thanks hopefully mild wife asthma issues times,mild,thanks hopefully mild wife asthma issue time,0.35,0.26666666666666666,Positive
6527,"b""rt @ignorentthe: i am proof, 4 times a day i have asthma no more now i don't use any pump my blood flows like a kid no more cholesterol no...""",asthma,b '' rt proof times day asthma n't use pump blood flows like kid cholesterol ... '',proof pump,`` proof time day asthma n't use pump blood flow like kid cholesterol ... ``,0.0,0.0,Neutral
6528,b'i think im having a bad asthma attack. ill be back',asthma,b think im bad asthma attack ill back,im bad,think im bad asthma attack ill back,0.5555555555555555,-0.3999999999999999,Negative
6529,b'rt @brownjhm: a young girl presents with a white tongue. she was recently started on a steroid inhaler for her asthma. physical exam reve...',asthma,b'rt young girl presents white tongue recently started steroid inhaler asthma physical exam reve ...,young white steroid asthma physical, young girl present white tongue recently started steroid inhaler asthma physical exam reve ...,0.15857142857142859,0.02,Positive
6530,"b'@lizchar i feel seen. yes, i still need my asthma medication. i didnt magically get cured this month.'",asthma,b feel seen yes still need asthma medication didnt magically get cured month,asthma cured,feel seen yes still need asthma medication didnt magically get cured month,1.0,0.5,Positive
6531,"b'we had a flood in our house, we were out of our home for 6 weeks, thought my son was getting asthma. when we left o... https://t.co/xl0zsz1ylz'",asthma,b'we flood house home weeks thought son getting asthma left ...,asthma,we flood house home week thought son getting asthma left ...,0.0,0.0,Neutral
6532,"b""@carlitohayes so you're the upper east side asthma killer?""",asthma,b '' 're upper east side asthma killer '',upper east,`` 're upper east side asthma killer ``,0.0,0.0,Neutral
6533,b'@ganaha_masako i have asthma.\ni nearly stopped breathing after the first covid-19 vaccination\ni got coronavirus las... https://t.co/ffdfanq3m9',asthma,b asthma.\ni nearly stopped breathing first covid- vaccination\ni got coronavirus las ...,first covid coronavirus,asthma.\ni nearly stopped breathing first covid- vaccination\ni got coronavirus la ...,0.3666666666666667,0.175,Positive
6534,b'rt @seacitizens: this is actually quite amazing about ev and asthma and so it my news to me good news for feb 13. #earthoptimism https://t....',asthma,b'rt actually quite amazing ev asthma news good news feb earthoptimism,amazing asthma good, actually quite amazing ev asthma news good news feearthoptimism,0.5333333333333333,0.43333333333333335,Positive
6535,"b'sink secluded in hatred, avoid the plans friends are making (saline solution, your city gave me asthma, wilbur soot)'",asthma,b'sink secluded hatred avoid plans friends making saline solution city gave asthma wilbur soot,avoid saline asthma,sink secluded hatred avoid plan friend making saline solution city gave asthma wilbur soot,0.0,0.0,Neutral
6536,"b""call me crying from your bathroom, i can't hear you through your asthma, try to keep you on the phone""",asthma,b '' call crying bathroom ca n't hear asthma try keep phone '',asthma,`` call cry bathroom ca n't hear asthma try keep phone ``,0.0,0.0,Neutral
6537,b'advance homoeopathic store..\n:\n:\nexposure to extreme weather conditions can intensity asthma.......\nbut homeopathy... https://t.co/mjpyypl0gm',asthma,b'advance homoeopathic store .. \n \n \nexposure extreme weather conditions intensity asthma ....... \nbut homeopathy ...,homoeopathic,advance homoeopathic store .. \n \n \nexposure extreme weather condition intensity asthma ....... \nbut homeopathy ...,1.0,-0.125,Negative
6538,b'@lizswes no im blaming his for my asthma',asthma,b im blaming asthma,,im blaming asthma,0.0,0.0,Neutral
6539,b'yeah i got asthma is all.',asthma,b'yeah got asthma,,yeah got asthma,0.0,0.0,Neutral
6540,b'rt @robertklay2: @abdaniellesmith @justintrudeau our true ab advantage is rich anthracite coal for power generation. no health or asthma is...',asthma,b'rt true ab advantage rich anthracite coal power generation health asthma ...,true ab rich, true aadvantage rich anthracite coal power generation health asthma ...,0.7,0.3625,Positive
6541,b'@jinjailtime im glad you are feeling better. i have asthma and understand how scary it can be. https://t.co/12zzljtxpf',asthma,b im glad feeling better asthma understand scary,,im glad feeling better asthma understand scary,0.8333333333333334,0.16666666666666666,Positive
6542,b'@clovie333 i heard that too! she was having an asthma attack so they brought her out and left her. ',asthma,b heard asthma attack brought left,,heard asthma attack brought left,0.0,0.0,Neutral
6543,b'@jermsanscontext me when the asthma is uncontrolled!!',asthma,b asthma uncontrolled,,asthma uncontrolled,0.0,0.0,Neutral
6544,b'rt @bcgtoecg: bronchial asthma\ncharcot-leyden crystals \ncrushmann spirals\ncreola body\n#neetpg #medtwitter #pathology https://t.co/j51xsg...',asthma,b'rt bronchial asthma\ncharcot-leyden crystals \ncrushmann spirals\ncreola body\nneetpg medtwitter pathology, bronchial asthma charcotleyden spirals creola, bronchial asthma\ncharcot-leyden crystal \ncrushmann spirals\ncreola body\nneetpg medtwitter pathology,0.0,0.0,Neutral
6545,"b'a 2018 study found that air purifiers are effective to relieve asthma symptoms, especially among children. another... https://t.co/6l8rghm4a9'",asthma,b study found air purifiers effective relieve asthma symptoms especially among children another ...,effective,study found air purifier effective relieve asthma symptom especially among child another ...,0.9,0.3,Positive
6546,"b'the latest on my health battle, no pituitary gland, migraines, copd, asthma, hypothyroidism, growth hormone deficie... https://t.co/mjw5ut5bt0'",asthma,b'the latest health battle pituitary gland migraines copd asthma hypothyroidism growth hormone deficie ...,pituitary asthma,the latest health battle pituitary gland migraine copd asthma hypothyroidism growth hormone deficie ...,0.9,0.5,Positive
6547,b'@hendersenmike you are right.biden got 5 deferments!he was said to have asthma.biden was a specimen of good health... https://t.co/vvtw1szxss',asthma,b right.biden got deferments said asthma.biden specimen good health ...,asthma.biden good,right.biden got deferment said asthma.biden specimen good health ...,0.6000000000000001,0.7,Positive
6548,"b'my friend told me to ""just breathe"" why didnt i think of that????? (i have horrible asthma)'",asthma,b'my friend told `` breathe '' didnt think horrible asthma,didnt horrible,my friend told `` breathe `` didnt think horrible asthma,1.0,-1.0,Negative
6549,"b'and my asthma keeps trying to crank up, like a buick on a winters morning.'",asthma,b'and asthma keeps trying crank like buick winters morning,,and asthma keep trying crank like buick winter morning,0.0,0.0,Neutral
6550,b'i would of had an asthma attack how fast i would of ran out of there  https://t.co/kf9zilta7j',asthma,b would asthma attack fast would ran,,would asthma attack fast would ran,0.6,0.2,Positive
6551,b'michigan state: officer at stem building needs medic for possible asthma attack. students are barricaded inside cla... https://t.co/aruiwrnyx2',asthma,b'michigan state officer stem building needs medic possible asthma attack students barricaded inside cla ...,michigan possible asthma,michigan state officer stem building need medic possible asthma attack student barricaded inside cla ...,1.0,0.0,Neutral
6552,b'#michiganstate the asthma attack at stem is now secure',asthma,b'michiganstate asthma attack stem secure,,michiganstate asthma attack stem secure,0.6,0.4,Positive
6553,b'#medicalastrology\nsickness v\n#aries insomnia\n#taurus sore throat\n#gemini asthma\n#cancer obesity\n#leo backache... https://t.co/mbb30ec3ob',asthma,b'medicalastrology\nsickness v\naries insomnia\ntaurus sore throat\ngemini asthma\ncancer obesity\nleo backache ...,throat gemini,medicalastrology\nsickness v\naries insomnia\ntaurus sore throat\ngemini asthma\ncancer obesity\nleo backache ...,0.0,0.0,Neutral
6554,b'#medicalastrology \nsickness \n#aries fever\n#taurus strep\n#gemini asthma\n#cancer indigestion\n#leo exhaustion\n#virgo a... https://t.co/sxkxw4b2tc',asthma,b'medicalastrology \nsickness \naries fever\ntaurus strep\ngemini asthma\ncancer indigestion\nleo exhaustion\nvirgo ...,strep gemini,medicalastrology \nsickness \naries fever\ntaurus strep\ngemini asthma\ncancer indigestion\nleo exhaustion\nvirgo ...,0.0,0.0,Neutral
6555,b'@evilandfunnyguy id die bc of bipolar and asthma ',asthma,b id die bc bipolar asthma,bipolar,id die bc bipolar asthma,0.0,0.0,Neutral
6556,b'really tired of my asthma fucking up.',asthma,b'really tired asthma fucking,,really tired asthma fucking,0.75,-0.5,Negative
6557,b'@lyft once again asking for an option on the app to request a driver who doesnt smoke. i have asthma and use lyft... https://t.co/qguajnfyeh',asthma,b asking option app request driver doesnt smoke asthma use lyft ...,asthma,asking option app request driver doesnt smoke asthma use lyft ...,0.0,0.0,Neutral
6558,"b""rt @sckershner: my sinuses and throat hurt, asthma is flaring up.  not sure if it's the start of a cold or toxic chemicals from the ohio tr...""",asthma,b '' rt sinuses throat hurt asthma flaring sure 's start cold toxic chemicals ohio tr ... '', toxic,`` sinus throat huasthma flaring sure 's stacold toxic chemical ohio tr ... ``,0.8888888888888888,0.5,Positive
6559,b'#michiganstate student called and is having asthma attack does not have inhaler cops are going to them.',asthma,b'michiganstate student called asthma attack inhaler cops going,,michiganstate student called asthma attack inhaler cop going,0.0,0.0,Neutral
6560,b'my poor baby does not feel well. i made him get in bed with me and i will cuddle him all night long . fuck this asthma shit man smh',asthma,b'my poor baby feel well made get bed cuddle night long fuck asthma shit man smh,poor bed cuddle fuck,my poor baby feel well made get bed cuddle night long fuck asthma shit man smh,0.6000000000000001,-0.2625,Negative
6561,b'my babys asthma hasnt bothered him in like a month... he just started wheezing &amp; coughing out of nowhere',asthma,b'my babys asthma hasnt bothered like month ... started wheezing amp coughing nowhere,,my baby asthma hasnt bothered like month ... started wheezing amp coughing nowhere,0.0,0.0,Neutral
6562,b'small numbers of evs are already keeping asthma sufferers out of e.r.s | #asthma #evs #energytransition... https://t.co/eexozzoij8',asthma,b'small numbers evs already keeping asthma sufferers e.r.s asthma evs energytransition ...,asthma asthma evs,small number ev already keeping asthma sufferer e.r.s asthma ev energytransition ...,0.4,-0.25,Negative
6563,b'can dogs have asthma',asthma,b'can dogs asthma,can,can dog asthma,0.0,0.0,Neutral
6564,b'spending my night in the hospital  im so blew lol having asthma not for the weak',asthma,b'spending night hospital im blew lol asthma weak,lol weak,spending night hospital im blew lol asthma weak,0.6625,0.21250000000000002,Positive
6565,b'@kayleighmichael i remember growing up i used to have bad asthma attacks and would be hospitalized for days taking... https://t.co/mswexytkx8',asthma,b remember growing used bad asthma attacks would hospitalized days taking ...,used bad,remember growing used bad asthma attack would hospitalized day taking ...,0.6666666666666666,-0.6999999999999998,Negative
6566,b'@3rdgencalgarian our school had 1000 students i only knew 2 with asthma and 1 diabetic!',asthma,b school students knew asthma diabetic,asthma diabetic,school student knew asthma diabetic,0.0,0.0,Neutral
6567,"b""i'm getting an asthma attack watching the chain smoking in this movie.\n\ni'm getting the distinct feeling the vance... https://t.co/u3aahlsxg1""",asthma,b '' 'm getting asthma attack watching chain smoking movie.\n\ni 'm getting distinct feeling vance ...,asthma distinct,`` 'm getting asthma attack watching chain smoking movie.\n\ni 'm getting distinct feeling vance ...,0.3,0.3,Positive
6568,b'asthma free in 21 days: the breakthrough mind-body healing program hpq72od\n\nhttps://t.co/6qdqigklc1',asthma,b'asthma free days breakthrough mind-body healing program hpqod\n\n,free mindbody,asthma free day breakthrough mind-body healing program hpqod\n\n,0.8,0.4,Positive
6569,"b'healing the new childhood epidemics: autism, adhd, asthma, and allergies: the groundbreaking program for the 4-a di... https://t.co/nocdiy6mjf'",asthma,b'healing new childhood epidemics autism adhd asthma allergies groundbreaking program -a di ...,new asthma,healing new childhood epidemic autism adhd asthma allergy groundbreaking program -a di ...,0.45454545454545453,0.13636363636363635,Positive
6570,b'@uscwrigley @researchatusc @uscseagrant @noaa @usc no= no right? tribal dialect\na= ansr - attacks - asthma - copd.... https://t.co/t3abohcghm',asthma,b no= right tribal dialect\na= ansr attacks asthma copd ....,right,no= right tribal dialect\na= ansr attack asthma copd ....,0.5357142857142857,-0.14285714285714285,Negative
6571,b'the central valley is being left out of the ca dream\n\n- wide spread poverty: 20% v 12% statewide\n- horrible asthma... https://t.co/sm3miabrpy',asthma,b'the central valley left ca dream\n\n- wide spread poverty v statewide\n- horrible asthma ...,the central dream   wide statewide  horrible,the central valley left ca dream\n\n- wide spread poverty v statewide\n- horrible asthma ...,0.4125,-0.275,Negative
6572,b'just remembered being on the ropes course at asthma camp and we dropped this middle aged woman probably by mistake... https://t.co/o1mj84tihx',asthma,b'just remembered ropes course asthma camp dropped middle aged woman probably mistake ...,middle,just remembered rope course asthma camp dropped middle aged woman probably mistake ...,0.2,-0.05,Negative
6573,b'anong valentines day? eto na yun hahaha done with my case presentation: asthma severe. just knowing that the patie... https://t.co/oyfug5tutt',asthma,b'anong valentines day eto na yun hahaha done case presentation asthma severe knowing patie ...,anong severe,anong valentine day eto na yun hahaha done case presentation asthma severe knowing patie ...,0.4,0.2,Positive
6574,b'@kekempz man i will die of a asthma attack aint no way',asthma,b man die asthma attack aint way,asthma,man die asthma attack aint way,0.0,0.0,Neutral
6575,b'@marionawfal asthma?',asthma,b asthma,,asthma,0.0,0.0,Neutral
6576,"b'not only is asthma common among ice hockey players, but malfunctioning gas-powered ice resurfacers have sent people... https://t.co/zi9vaw3a1u'",asthma,b'not asthma common among ice hockey players malfunctioning gas-powered ice resurfacers sent people ...,asthma common ice gaspowered,not asthma common among ice hockey player malfunctioning gas-powered ice resurfacers sent people ...,0.5,-0.3,Negative
6577,b'one of my co workers just said his employee decided to develop asthma who wakes up and say i want asthma ',asthma,b'one co workers said employee decided develop asthma wakes say want asthma,,one co worker said employee decided develop asthma wake say want asthma,0.0,0.0,Neutral
6578,b'rt @beyondgasdc: asthma attacks = cozy https://t.co/narwcni88h',asthma,b'rt asthma attacks cozy,, asthma attack cozy,0.75,-0.19999999999999998,Negative
6579,b'if i didnt have asthma maybe id lift to look like i could throw a boulder',asthma,b'if didnt asthma maybe id lift look like could throw boulder,id lift,if didnt asthma maybe id lift look like could throw boulder,0.0,0.0,Neutral
6580,b'@charliekirk11 my grandfather was in wwi and got into this gas.\nhe survived but had for the rest of his life severe asthma.',asthma,b grandfather wwi got gas.\nhe survived rest life severe asthma,gas. he severe,grandfather wwi got gas.\nhe survived rest life severe asthma,0.0,0.0,Neutral
6581,b'@shiro_nothanks *grios my knife tighter and coughs a little*\nfucking asthma..',asthma,b grios knife tighter coughs little \nfucking asthma ..,little,grios knife tighter cough little \nfucking asthma ..,0.5,-0.1875,Negative
6582,"b""@reddogohio oh poor callie &amp; poor you. i think they can treat her. sometimes asthma comes&amp; goes seasonally. i'm gla... https://t.co/zpxxp5ybba""",asthma,b '' oh poor callie amp poor think treat sometimes asthma comes amp goes seasonally 'm gla ...,oh poor poor,`` oh poor callie amp poor think treat sometimes asthma come amp go seasonally 'm gla ...,0.6,-0.4,Negative
6583,b'my asthma was so terrible as a kid. i missed out on so much because of it. things like that make choosing a healthier lifestyle easier.',asthma,b'my asthma terrible kid missed much things like make choosing healthier lifestyle easier,terrible much,my asthma terrible kid missed much thing like make choosing healthier lifestyle easier,0.6,-0.4,Negative
6584,b'@fiatluxgenesis singulair montelukast for allergies and asthma causes horrible psychiatric effects.  and several hy... https://t.co/xqtmjbftis',asthma,b singulair montelukast allergies asthma causes horrible psychiatric effects several hy ...,horrible psychiatric several,singulair montelukast allergy asthma cause horrible psychiatric effect several hy ...,0.5,-0.5,Negative
6585,b'@kayleighmichael its okay. asthma sucks. feel better ',asthma,b okay asthma sucks feel better,,okay asthma suck feel better,0.5,0.5,Positive
6586,b'@aaronseaney @madrobothd wish i could but ive sidelined for a while with some asthma related complications. should be alright eventually',asthma,b wish could ive sidelined asthma related complications alright eventually,related,wish could ive sidelined asthma related complication alright eventually,0.4,0.0,Neutral
6587,b'rt @reddogohio: need some kitty love. after blood work and a miserable xray appointment last week it turns out my callie has asthma. thats...',asthma,b'rt need kitty love blood work miserable xray appointment last week turns callie asthma thats ...,kitty miserable xray last asthma, need kitty love blood work miserable xray appointment last week turn callie asthma thats ...,0.5555555555555556,-0.16666666666666666,Negative
6588,b'@ahbaijabbabai @akeemromany allyuh have it nice.....try asthma frm since yuh born and sinus frm the age of 12 ',asthma,b allyuh nice ..... try asthma frm since yuh born sinus frm age,,allyuh nice ..... try asthma frm since yuh born sinus frm age,1.0,0.6,Positive
6589,"b""your city gave me asthma \nso that's why i'm fucking leaving""",asthma,b '' city gave asthma \nso 's 'm fucking leaving '',asthma,`` city gave asthma \nso 's 'm fucking leaving ``,0.8,-0.6,Negative
6590,"b""@weedcannoli so it doesn't happen mid lift. but usually right after while i'm resting. i do also have minor asthma that might have a factor""",asthma,b '' n't happen mid lift usually right 'm resting also minor asthma might factor '',mid right minor,`` n't happen mid lift usually right 'm resting also minor asthma might factor ``,0.24523809523809526,0.07857142857142857,Positive
6591,b'inhaler for extra lung strength of course. not bc either of us have asthma',asthma,b'inhaler extra lung strength course bc either us asthma,extra,inhaler extra lung strength course bc either u asthma,0.1,0.0,Neutral
6592,b'the cold weather is so bad for my asthma like',asthma,b'the cold weather bad asthma like,bad,the cold weather bad asthma like,0.8333333333333333,-0.6499999999999999,Negative
6593,"b""rt @mrwells2011: @repnancymace aren't you worried your vaccinated blood will give someone asthma? @drobrienmd""",asthma,b '' rt n't worried vaccinated blood give someone asthma ``,,`` n't worried vaccinated blood give someone asthma ``,0.0,0.0,Neutral
6594,b'@lulbaaby9 @allaboutnaae17 hope you like asthma pumps',asthma,b hope like asthma pumps,,hope like asthma pump,0.0,0.0,Neutral
6595,b'when i say im self medicating i dont think they know i mean my asthma (pls send me your albuterol and prednisone)',asthma,b'when say im self medicating dont think know mean asthma pls send albuterol prednisone,im dont asthma,when say im self medicating dont think know mean asthma pls send albuterol prednisone,0.6875,-0.3125,Negative
6596,b'@kylematovcik i think its because youre willingly giving you pit bull asthma w/ your gas stove.',asthma,b think youre willingly giving pit bull asthma w/ gas stove,pit,think youre willingly giving pit bull asthma w/ gas stove,0.75,0.25,Positive
6597,b'i be so nervous texting this person like shit be giving me asthma attacks ',asthma,b nervous texting person like shit giving asthma attacks,nervous,nervous texting person like shit giving asthma attack,0.8,-0.2,Negative
6598,"b""rt @favlyricsb0t: i'd hate to see you leaving, a fate worse than dying (jubilee line, your city gave me asthma, wilbur soot)""",asthma,b '' rt 'd hate see leaving fate worse dying jubilee line city gave asthma wilbur soot '', fate jubilee asthma,`` 'd hate see leaving fate worse dying jubilee line city gave asthma wilbur soot ``,0.75,-0.6000000000000001,Negative
6599,"b'they say kids learn by watching. judging by my dog, i have to stop collapsing mid-hump with asthma  attacks'",asthma,b'they say kids learn watching judging dog stop collapsing mid-hump asthma attacks,midhump,they say kid learn watching judging dog stop collapsing mid-hump asthma attack,0.0,0.0,Neutral
6600,"b""everytime i see this i have an asthma attack bc i can't stop laughing""",asthma,b '' everytime see asthma attack bc ca n't stop laughing '',everytime asthma,`` everytime see asthma attack bc ca n't stop laughing ``,0.0,0.0,Neutral
6601,"b'@bennyjohnson i live in ohio i didnt heard anything, my asthma is worse'",asthma,b live ohio didnt heard anything asthma worse,live asthma,live ohio didnt heard anything asthma worse,0.55,-0.13181818181818183,Negative
6602,"b'if you have severe asthma and want to know which herbs will help you ease a bit, try these, which are commonly foun... https://t.co/hvwjobavtc'",asthma,b'if severe asthma want know herbs help ease bit try commonly foun ...,severe try,if severe asthma want know herhelp ease bit try commonly foun ...,0.5,-0.3,Negative
6603,b'keep in mind i have childhood asthma and thankfully under control.\n\nsecondhand smoke is a painful experience.',asthma,b'keep mind childhood asthma thankfully control.\n\nsecondhand smoke painful experience,smoke painful,keep mind childhood asthma thankfully control.\n\nsecondhand smoke painful experience,0.9,-0.7,Negative
6604,b'sorry for being so cranky on the tl today.. when im having asthma problems im kinda a cunt.. my bad yall.. ',asthma,b'sorry cranky tl today .. im asthma problems im kinda cunt .. bad yall ..,bad,sorry cranky tl today .. im asthma problem im kinda cunt .. bad yall ..,0.8333333333333333,-0.5999999999999999,Negative
6605,"b""rt @dr_rohenkapur: @vigilantfox @patriciavellet1 @richardursomd i didn't have asthma to the same degree after i upped my vitamin d3 level.""",asthma,b '' rt n't asthma degree upped vitamin level '',asthma upped,`` n't asthma degree upped vitamin level ``,0.0,0.0,Neutral
6606,b'@alohasolace @edkrassen all i know is that after obamacare i can no longer afford my childs asthma meds or afford t... https://t.co/fzliql3zmj',asthma,b know obamacare longer afford childs asthma meds afford ...,afford,know obamacare longer afford child asthma med afford ...,0.0,0.0,Neutral
6607,b'@landlvr @themfingcoo it can be. sure. i dont have asthma so i cant relate. i do have hashimotos and to say i tri... https://t.co/ycqiz3ba2s',asthma,b sure dont asthma cant relate hashimotos say tri ...,sure dont,sure dont asthma cant relate hashimotos say tri ...,0.8888888888888888,0.5,Positive
6608,b'the allergy and asthma foundation of america said allergies to cats and dogs affect 10% to 20% of people. thats wh... https://t.co/s83ivw2a4v',asthma,b'the allergy asthma foundation america said allergies cats dogs affect people thats wh ...,,the allergy asthma foundation america said allergy cat dog affect people thats wh ...,0.0,0.0,Neutral
6609,b'@themfingcoo i wasnt exactly talking about them being morbidly obese. just asthma in general. there are health iss... https://t.co/gzekfrcqjz',asthma,b wasnt exactly talking morbidly obese asthma general health iss ...,obese general,wasnt exactly talking morbidly obese asthma general health i ...,0.375,0.15000000000000002,Positive
6610,"b'is it a ?\n\n1. no para same vibes\n2. yes, i have asthma \n3. nah\n4. ofc \n5. yep\n6. nah, as long as they know their l... https://t.co/clygygwxne'",asthma,b'is \n\n para vibes\n yes asthma \n nah\n ofc \n yep\n nah long know l ...,asthma know,is \n\n para vibes\n yes asthma \n nah\n ofc \n yep\n nah long know l ...,0.4,-0.05,Negative
