,Tweet,tags,Cleaned_tweet,Subjectivity,Polarity,Sentiment,Noun_phrases,Adjectives,final
5068,"b'guess the common factor in #obesity, #diabetes &amp; #chronicpain!\n\nthey all improve or resolve within a few months of... https://t.co/kd8qdx0jka'",obesity,guess common factor obesity diabetes amp chronicpain   they improve resolve within month ,0.5,-0.3,Negative,"['guess', 'common factor', 'obesity', 'chronicpain', 'month']",['common'],
5069,b'is obesity a disability? ct case involving corrections officer could decide https://t.co/j5rzbslbjs',obesity,is obesity disability ct case involving correction officer could decide,0,0,Neutral,"['obesity disability', 'ct', 'case', 'correction', 'officer']",['obesity'],The Inner Game of Tennis by W. Timothy Gallwey (book)
5070,b'new research: iron status and obesity-related traits: a two-sample bidirectional mendelian randomization study: bac... https://t.co/pbddscrwpg',obesity,new research iron status obesity related trait two sample bidirectional mendelian randomization study bac ,0.454545455,0.136363636,Positive,"['new research', 'iron', 'status', 'obesity', 'sample bidirectional mendelian randomization', 'study', 'bac']","['new', 'sample', 'bidirectional', 'mendelian']",Love Yourself Like Your Life Depends On It by Kamal Ravikant (book)
5071,b'keeping us away from obesity #1v1 # # flowers and grass https://t.co/oqmpky42e7',obesity,keeping u away obesity v flower grass,0,0,Neutral,"['obesity', 'v', 'flower', 'grass']",['u'],start a gratitude journal to write down three things they are grateful for each day
5072,b'rt @encyclopediamd1:  management of #obesity in #cancer survivors\n\n obesity not only increases the risk of recurrence in some cancers but...',obesity, management obesity cancer survivors   obesity increase risk recurrence cancer ,0,0,Neutral,"['management', 'obesity', 'cancer', 'increase', 'risk', 'recurrence', 'cancer']",[],The Science of Happiness Course by UC Berkeley (online course)
5073,"b'rt @twinning_trepsy: at the @twinning_trepsy seminar, we will be hosting joseph tam (@tamyossi) dmd phd director, head, obesity and metabo...'",obesity, seminar hosting joseph tam dmd phd director head obesity metabo ,0,0,Neutral,"['seminar', 'joseph', 'tam', 'dmd', 'phd', 'director', 'obesity', 'metabo']",[],Mindfulness-Based Stress Reduction Course 
5074,b'@ryanontheright @vicelife red states have higher obesity rates.',obesity,red state higher obesity rate,0.25,0.125,Positive,"['red state', 'obesity', 'rate']","['red', 'higher']","The Mindful Way Through Depression by Mark Williams, John Teasdale, Zindel Segal, and Jon Kabat-Zinn (book)"
5075,"b""will canada follow the u.s.'s aggressive new approach to treat childhood obesity? https://t.co/brbqmvuepu""",obesity,  canada follow u.s. 's aggressive new approach treat childhood obesity,0.454545455,0.136363636,Positive,"['u.s.', 'aggressive new approach', 'treat', 'childhood', 'obesity']","['aggressive', 'new']","attend a self-improvement workshop or seminar, such as Tony Robbins' ""Unleash the Power Within"""
5076,b'obesity carries more risks than the skinny jab id imagine #jeremyvine',obesity,obesity carry risk skinny jaid imagine jeremyvine,0,0,Neutral,"['obesity', 'carry', 'risk', 'skinny', 'jaid', 'imagine', 'jeremyvine']",[],The Miracle Morning by Hal Elrod (book)
5077,b'rt @katiedaviscourt: did you know that 77 percent of youth ages 17-24 are unable to qualify for us military service due to high obesity rat...',obesity, know percent youth age unable qualify u military service due high obesity rat ,0.37875,-0.14125,Negative,"['percent', 'age', 'unable qualify', 'u military service', 'due high obesity', 'rat']","['unable', 'u', 'military', 'due', 'high']",Eat high fibre foods.
5078,"b'rt @nutrients_mdpi: #mdpinutrients new special issue ""screen time, dietary intake, and obesity"" is open! @lifescimdpi\n\nguest editor: dr....'",obesity, mdpinutrients new special issue   screen time dietary intake obesity   open   guest editor dr .,0.508658009,0.164502165,Positive,"['new special issue', 'screen', 'time', 'dietary intake', 'obesity', 'open guest', 'editor', 'dr']","['new', 'special', 'dietary', 'open']","The Joy of Movement: How Exercise Helps Us Find Happiness, Hope, Connection, and Courage by Kelly McGonigal (book)"
5079,"b""will canada follow the u.s.'s aggressive new approach to treat childhood obesity? https://t.co/xqusm5tkgo""",obesity,  canada follow u.s. 's aggressive new approach treat childhood obesity,0.454545455,0.136363636,Positive,"['u.s.', 'aggressive new approach', 'treat', 'childhood', 'obesity']","['aggressive', 'new']",The Way of Zen by Alan Watts (book)
5080,b'balls: the only way the u.k. will significantly reduce obesity levels is by growing the balls to promote anti fat a... https://t.co/opt1vi6aod',obesity,balls way u.k. significantly reduce obesity level growing ball promote anti fat ,0.875,0.375,Positive,"['way', 'obesity', 'level', 'ball promote', 'anti', 'fat']",['ball'],plan a weekend getaway to a nature retreat or spa
5081,b'@manqele_22 @de_malakaneise @daly1_dineo @costanazi @botshelomoate @lastborn7tee @theee_advisor @lekoloanemanam2 obesity issa problem',obesity,obesity issa problem,0,0,Neutral,"['obesity', 'issa', 'problem']",[],The Psychology of Well-Being Course by Yale University (online course)
5082,"b'#dogs obesity is one of the most preventable issues with dogs, this may help https://t.co/dvpasicbpk https://t.co/aazgq5fpla'",obesity,dogs obesity one preventable issue dog may help,0,0,Neutral,"['preventable issue', 'dog']",['preventable'],plan a weekend getaway to a nature retreat or spa
5083,"b'visit https://t.co/cbh1jsecdr phd doctor never lost 60kg, they lack actual experience.\n\nget app, obesity book for w... https://t.co/azwcsfi2a4'",obesity,visit phd doctor never lost kg lack actual experience.  get app obesity book w ,0.1,0,Neutral,"['visit', 'phd', 'doctor', 'kg lack', 'actual experience', 'app obesity', 'book', 'w']","['kg', 'actual', 'app']",The Secret by Rhonda Byrne (book)
5084,b'@jhoffman___ @rogerv52 i think processed food has a lot to do with obesity in the uk.',obesity,think processed food lot obesity uk,0,0,Neutral,"['think', 'food', 'lot', 'obesity', 'uk']",[],The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life by Mark Manson (book)
5085,b'@dessiesmama @dmaxmtl @dashdobrofsky too many utensils causing obesity leading to more deaths than guns',obesity,many utensil causing obesity leading death gun,0.5,0.5,Positive,"['obesity', 'death', 'gun']","['many', 'utensil']",The Four Agreements by Don Miguel Ruiz (book)
5086,b'@quinndiamond1 you are now advertising obesity as an achievement??',obesity,advertising obesity achievement,0,0,Neutral,"['advertising', 'obesity', 'achievement']",[],The Miracle Morning by Hal Elrod (book)
5087,b'rt @easoobesity: save the date for an event around #obesitydayeurope with @easoobesity and @woncaeurope\n\nthursday 2nd march \n6-8 pm cet\n\n...',obesity, save date event around obesitydayeurope   thursday nd march    pm cet   ,0,0,Neutral,"['date', 'event', 'obesitydayeurope', 'thursday', 'march', 'pm', 'cet']",[],Love Yourself Like Your Life Depends On It by Kamal Ravikant (book)
5088,b'#wheelchair market to rise to us$ 7.9 bn during forecast to 2032. growing #obesity #epidemic driving rise of... https://t.co/jksic9upcz',obesity,wheelchair market rise u bn forecast growing obesity epidemic driving rise ,0,0,Neutral,"['wheelchair', 'market', 'rise', 'u bn', 'forecast', 'obesity epidemic driving', 'rise']","['u', 'obesity', 'epidemic']","attend a self-improvement workshop or seminar, such as Tony Robbins' ""Unleash the Power Within"""
5089,b'@warmonitors this -don- #vatnik ran out of copium. what obesity doing? https://t.co/g385fl0fk8',obesity, don  vatnik ran copium obesity,0,0,Neutral,"['don', 'vatnik', 'copium', 'obesity']",[],Mindful Eating Course by The Center for Mindful Eating (online course)
5090,b'@debugaio @dyingscribe 2nd highest obesity rate hmmm',obesity,nd highest obesity rate hmmm,0,0,Neutral,"['obesity', 'rate', 'hmmm']",['highest'],The Seven Spiritual Laws of Success by Deepak Chopra (book)
5091,b'rt @christinapushaw: @cbsnews what happened to encouraging your kids to exercise and not feeding them junk food? childhood obesity isnt an...',obesity, happened encouraging kid exercise feeding junk food childhood obesity isnt ,0,0,Neutral,"['encouraging kid', 'exercise', 'junk', 'food', 'childhood', 'obesity', 'isnt']",['encouraging'],The Art of Happiness by Dalai Lama XIV and Howard C. Cutler (book)
5092,b'rt @worldobesity: are you interested in viewing obesity prevalence around the world? \n\nview our interactive globes on the #globalobesityob...',obesity, interested viewing obesity prevalence around world   view interactive globe globalobesityo,0.5,0.25,Positive,"['obesity', 'prevalence', 'world', 'view', 'interactive globe', 'globalobesityo']","['interested', 'interactive']",The Four Agreements by Don Miguel Ruiz (book)
5093,"b'@jewxlmainbanned i think part of it is just the prevalence of obesity in the age group, and also football players i... https://t.co/sonrfq2kql'",obesity,think paprevalence obesity age group also football player ,0,0,Neutral,"['paprevalence', 'obesity', 'age', 'group', 'football', 'player']",[],"take up a new hobby or creative pursuit, such as painting, photography, or writing"
5094,"b""our environment and income shape our food choices. wider changes can tackle obesity and improve everyone's health.... https://t.co/kgijzpzwzf""",obesity,  environment income shape food choice wider change tackle obesity improve everyone 's health .,0,0,Neutral,"['environment', 'income', 'shape', 'food', 'choice', 'wider', 'change', 'tackle', 'obesity', 'everyone', 'health']",[],The How of Happiness by Sonja Lyubomirsky (book)
5095,"b""in defence of reformulation:\nreformulation is no magic bullet, but it's still crucial to tackling obesity\nhttps://t.co/kpmvj8rrix""",obesity,  defence reformulation  reformulation magic bullet 's still crucial tackling obesity ,1,0.25,Positive,"['defence', 'reformulation', 'reformulation', 'magic bullet', 'obesity']","['magic', 'crucial']",The Tao of Pooh by Benjamin Hoff (book)
5096,b'wow i was in a photo and im so fat wtf how havent i died of obesity yet',obesity,wow photo im fat wtf havent died obesity yet,1,-0.2,Negative,"['wow', 'photo', 'im', 'fat wtf', 'havent', 'obesity']",['fat'],Eat high fibre foods.
5097,"b'double and tripleduty actions in childhood for addressing the global syndemic of obesity, undernutrition, and cli... https://t.co/dpwfxzsqfa'",obesity,double tripleduty action childhood addressing global syndemic obesity undernutrition cli ,0.033333333,0.033333333,Positive,"['double tripleduty', 'action', 'childhood', 'global syndemic obesity', 'undernutrition', 'cli']","['double', 'global', 'syndemic']",The Four Agreements by Don Miguel Ruiz (book)
5098,b'maternal helminth infection protects offspring from high-fat-diet-induced obesity through altered microbiota and sc... https://t.co/eclnlj6xsi',obesity,maternal helminth infection protects offspring high fat diet induced obesity altered microbiota sc ,0,0,Neutral,"['maternal helminth', 'infection', 'high fat diet', 'obesity', 'microbiota', 'sc']","['maternal', 'high', 'fat']",plan a weekend getaway to a nature retreat or spa
5099,b'will canada follow the u.s.s aggressive new approach to treat childhood obesity? https://t.co/yd3uh4t4m9',obesity,will canada follow u.s. aggressive new approach treat childhood obesity,0.454545455,0.136363636,Positive,"['aggressive new approach', 'treat', 'childhood', 'obesity']","['follow', 'aggressive', 'new']",The Science of Well-Being Course (online course)
5100,b'a shift in treating childhood obesity in the u.s. focuses on early interventions and can involve weight-loss drugs... https://t.co/a6l6coxf3g',obesity,shift treating childhood obesity u.s. focus early intervention involve weight loss drug ,0.3,0.1,Positive,"['shift', 'childhood obesity u.s. focus', 'early intervention', 'weight loss', 'drug']","['childhood', 'obesity', 'u.s.', 'early', 'weight']","The Book of Joy by Dalai Lama XIV, Desmond Tutu, and Douglas Carlton Abrams (book)"
5101,b'the obesity was shocking back then. https://t.co/yyzfrzsbfb',obesity,the obesity shocking back,0.5,-0.5,Negative,['the obesity'],[],Eat high fibre foods.
5102,"b'@heartsintoashes this is actually not ok,this is not self-confidence, obesity is unhealthy &amp; can get u killed befor... https://t.co/imki6rbjrl'",obesity,actually ok self confidence obesity unhealthy amp get u killed befor ,0.4,-0.033333333,Negative,"['ok self', 'confidence', 'obesity', 'unhealthy amp', 'befor']","['ok', 'unhealthy', 'u']",Eat high fibre foods.
5103,"b""@alpastorxxx @himedolly @bamb1ed white supremacists, fast food, obesity and wars thank god we're not you https://t.co/mveo1gqzgi""",obesity,  white supremacist fast food obesity war thank god 're,0.3,0.1,Positive,"['white supremacist', 'food', 'obesity', 'war', 'thank', 'god']",['white'],The Seven Spiritual Laws of Success by Deepak Chopra (book)
5104,"b""will canada follow the u.s.'s aggressive new approach to treat childhood obesity? - https://t.co/jehwqgoyxy https://t.co/dtnwwmewyp""",obesity,  canada follow u.s. 's aggressive new approach treat childhood obesity,0.454545455,0.136363636,Positive,"['u.s.', 'aggressive new approach', 'treat', 'childhood', 'obesity']","['aggressive', 'new']","10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge"
5105,b'she knelt?! ahhhh this drought has no chance. turkana about to experience mad cases of obesity https://t.co/tcy8ahnzem',obesity,she knelt ahhhh drought chance turkana experience mad case obesity,1,-0.625,Negative,"['ahhhh drought', 'chance', 'turkana', 'experience', 'mad case', 'obesity']","['ahhhh', 'mad']",Eat high fibre foods.
5106,"b'and the reduction in il-6, a classic obesity-related inflammatory marker, suggests that there might be anti-inflamm... https://t.co/m3l14duz15'",obesity,and reduction il  classic obesity related inflammatory marker suggests might anti inflamm ,0.166666667,0.166666667,Positive,"['reduction', 'il', 'classic obesity', 'inflammatory marker', 'inflamm']","['classic', 'inflammatory']",Positive Psychology: Martin Seligman's Visionary Science 
5107,"b'rt @weightloseclin1: #bariatricsurgery: the first step towards a healthier and happier life\nfor people struggling with severe obesity, #bar...'",obesity, bariatricsurgery first step towards healthier happier life for people struggling severe obesity bar ,0.333333333,0.25,Positive,"['bariatricsurgery', 'step', 'life', 'severe obesity', 'bar']","['happier', 'severe']",The Miracle Morning by Hal Elrod (book)
5108,b'save the date for an event around #obesitydayeurope with @easoobesity and @woncaeurope\n\nthursday 2nd march \n6-8 pm... https://t.co/q6mxjzqhlw',obesity,save date event around obesitydayeurope   thursday nd march    pm ,0,0,Neutral,"['date', 'event', 'obesitydayeurope', 'thursday', 'march', 'pm']",[],The Alchemist by Paulo Coelho (book)
5109,b'rt @drmaryam7: childhood obesity\n\npart 1 https://t.co/jbhzvqqddu',obesity, childhood obesity  part,0,0,Neutral,"['childhood', 'obesity', 'part']",[],The Power of Positive Thinking by Norman Vincent Peale (book)
5110,b'obesity is a serious health condition. here is a general guide on training for obesity. \n\nlarge muscle activities... https://t.co/yzdgt99ytb',obesity,obesity serious health condition general guide training obesity   large muscle activity ,0.583333333,-0.141666667,Negative,"['obesity', 'serious health', 'condition', 'general guide', 'training', 'obesity', 'large muscle', 'activity']","['serious', 'general', 'large']",Eat high fibre foods.
5111,"b'you get a lot of energy resource; a more rewarding overall body and as well , in addition to reduce your obesity wh... https://t.co/zeye1wgtah'",obesity,you get lot energy resource rewarding overall body well addition reduce obesity wh ,0.5,0.25,Positive,"['lot energy', 'resource', 'overall body', 'addition', 'obesity', 'wh']","['lot', 'overall']",The Psychology of Well-Being Course by Yale University (online course)
5112,"b'obamacare is the greatest threat in the usa to the economy. yet they claim overrated ""childhood obesity"" is worse.'",obesity,obamacare greatest threat usa economy yet claim overrated   childhood obesity   worse,0.8,0.3,Positive,"['obamacare', 'threat', 'usa economy', 'claim', 'childhood', 'obesity', 'worse']","['greatest', 'usa']",Mindfulness-Based Stress Reduction Course 
5113,"b'#bariatricsurgery: the first step towards a healthier and happier life\nfor people struggling with severe obesity,... https://t.co/9ey2eydtkt'",obesity,bariatricsurgery first step towards healthier happier life for people struggling severe obesity ,0.333333333,0.25,Positive,"['bariatricsurgery', 'step', 'life', 'severe obesity']","['happier', 'severe']",The War of Art: Break Through the Blocks and Win Your Inner Creative Battles by Steven Pressfield (book)
5114,"b'rt @socialw71371814: the simpler the food, the less our thoughts are agitated. fried food causes obesity and diseases. saint gurmeet ram ra...'",obesity, simpler food le thought agitated fried food cause obesity disease saint gurmeet ram ra ,0,0,Neutral,"['simpler', 'food', 'le', 'fried food', 'cause', 'obesity', 'disease', 'saint', 'gurmeet', 'ram', 'ra']",['fried'],Mindful Eating Course by The Center for Mindful Eating (online course)
5115,"b'@kingbothman @zakuaku @tshepophillip16 yeah, hence obesity and heart diseases are killing people https://t.co/7tqg0ojfcq'",obesity,yeah hence obesity headisease killing people,0,0,Neutral,"['yeah', 'hence', 'obesity', 'headisease']",[],The Art of Happiness by Dalai Lama XIV and Howard C. Cutler (book)
5116,"b'rt @powerpaleo: guess the common factor in #obesity, #diabetes &amp; #chronicpain!\n\nthey all improve or resolve within a few months of the pati...'",obesity, guess common factor obesity diabetes amp chronicpain   they improve resolve within month pati ,0.5,-0.3,Negative,"['guess', 'common factor', 'obesity', 'chronicpain', 'month', 'pati']",['common'],
5117,b'@bet_the_che @isucceed @johnshopkins the eu also has  much lower rate of comorbities like obesity/alcohol use disor... https://t.co/elhkd5pg2o',obesity,eu also much lower rate comorbities like obesity alcohol use disor ,0.2,0.2,Positive,"['eu', 'rate', 'obesity', 'alcohol', 'use', 'disor']","['much', 'lower']","The Book of Joy by Dalai Lama XIV, Desmond Tutu, and Douglas Carlton Abrams (book)"
5118,"b'#dogs obesity is one of the most preventable issues with dogs, this may help https://t.co/dvpasicbpk https://t.co/19ydmzlzi4'",obesity,dogs obesity one preventable issue dog may help,0,0,Neutral,"['preventable issue', 'dog']",['preventable'],The Power of Vulnerability Course by Brené Brown (online course)
5119,"b'visit https://t.co/cbh1jsecdr phd doctor never lost 60kg, they lack actual experience.\n\nget app, obesity book for w... https://t.co/bmykpzif45'",obesity,visit phd doctor never lost kg lack actual experience.  get app obesity book w ,0.1,0,Neutral,"['visit', 'phd', 'doctor', 'kg lack', 'actual experience', 'app obesity', 'book', 'w']","['kg', 'actual', 'app']",The Untethered Soul: The Journey Beyond Yourself by Michael A. Singer (book)
5120,b'as of today - officially quitting obesity',obesity,as today officially quitting obesity,0,0,Neutral,"['today', 'obesity']",[],The Art of Happiness by Dalai Lama XIV and Howard C. Cutler (book)
5121,b'childhood obesity and weight problems: helping your child reach and maintain a healthy weight https://t.co/8soexejwjj\nlikesharecomment',obesity,childhood obesity weight problem helping child reach maintain healthy weight,0.5,0.5,Positive,"['childhood', 'obesity', 'weight', 'problem', 'reach', 'maintain', 'healthy weight']",['healthy'],Positive Psychology: Martin Seligman's Visionary Science 
5122,"b'rt @hoiiandmedia: like yes she gained weight, she literally had a baby, but yall act like she is on the verge of obesity, its weird. she...'",obesity, like yes gained weight literally baby yall act like verge obesity weird ,1,-0.5,Negative,"['yall act', 'verge', 'obesity', 'weird']",['yall'],Eat high fibre foods.
5123,b'what role does maternal obesity play in the relationship between gdm and fetal macrosomia?\nhttps://t.co/6esgepsqxv https://t.co/cc3kr7yem7',obesity,what role maternal obesity play relationship gdm fetal macrosomia  ,0,0,Neutral,"['role', 'maternal obesity', 'play', 'relationship', 'gdm fetal', 'macrosomia']","['maternal', 'gdm']",join a community service project or volunteer for a cause they care about
5124,b'@otter26and @steve_sailer @richardhanania thanks for adding omitted information:\nprobably they omit obesity informa... https://t.co/yteiibkbge',obesity,thanks adding omitted information  probably omit obesity informa ,0.2,0.2,Positive,"['information', 'obesity', 'informa']",[],The Alchemist by Paulo Coelho (book)
5125,b'adults over 50 with obesity experience greater stress during the first year of covid - https://t.co/t4zlaasocs',obesity,adults obesity experience greater stress first year covid,0.416666667,0.375,Positive,"['obesity', 'experience', 'stress', 'first year', 'covid']","['greater', 'first']",The Miracle Morning by Hal Elrod (book)
5126,b'rt @healthonforbes: approximately 70% of u.s. adults live with excess weight or obesity. is the fda-approved weight loss drug wegovy a safe...',obesity, approximately u.s. adult live excess weight obesity fda approved weight loss drug wegovy safe ,0.475,0.084090909,Positive,"['u.s. adult', 'live excess', 'weight obesity', 'fda', 'weight loss', 'drug', 'wegovy']","['u.s.', 'live', 'weight', 'weight', 'safe']",The Power of Vulnerability Course by Brené Brown (online course)
5127,"b""rt @jason_muthomi: what's thought to be the cause of hypertension:\neating salt \n\nwhat's thought to be the cause of obesity: eating fat \n\nbu...""",obesity,  's thought cause hypertension  eating salt   what 's thought cause obesity eating fat   bu   ,0,0,Neutral,"['thought', 'cause', 'hypertension', 'cause', 'obesity', 'fat bu']",['fat'],The Body Keeps the Score by Bessel van der Kolk (book)
5128,b'adults over 50 with obesity experience greater stress during the first year of covid - https://t.co/xxxwgpa0qa{ https://t.co/ktlwyqxcrt',obesity,adults obesity experience greater stress first year covid,0.416666667,0.375,Positive,"['obesity', 'experience', 'stress', 'first year', 'covid']","['greater', 'first']",The Alchemist by Paulo Coelho (book)
5129,b'diet-induced obesity alters intestinal monocyte-derived and tissue-resident macrophages and increases intestinal pe... https://t.co/p7lfxpbizr',obesity,diet induced obesity alters intestinal monocyte derived tissue resident macrophage increase intestinal pe ,0,0,Neutral,"['diet', 'induced obesity', 'intestinal monocyte', 'tissue', 'resident', 'macrophage', 'increase', 'intestinal pe']","['induced', 'intestinal', 'intestinal']",The Tao of Pooh by Benjamin Hoff (book)
5130,b'we will  display ways to positively melt away obesity abruptly https://t.co/bma9jvkpnv',obesity,we display way positively melt away obesity abruptly,0.772727273,0.051136364,Positive,"['way', 'obesity']",[],"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge"
5131,b'@leeandersonmp_ obesity is a killer. stop eating rich foods at the taxpayers expense.',obesity,obesity killer stop eating rich food taxpayer expense,0.75,0.375,Positive,"['obesity', 'killer', 'stop', 'rich food', 'taxpayer', 'expense']",['rich'],The Artist's Way: A Spiritual Path to Higher Creativity by Julia Cameron (book)
5132,b'excellent video.  that we can find literally no common ground on which to fight childhood #obesity is a huge statem... https://t.co/nhu3y22xpz',obesity,excellent video find literally common ground fight childhood obesity huge statem ,0.8,0.366666667,Positive,"['excellent video', 'common ground', 'childhood', 'obesity', 'huge statem']","['excellent', 'common', 'huge']",The Power of Vulnerability Course by Brené Brown (online course)
5133,"b""@aiiibnabitaleb it's a big part of why obesity is on the rise. when you tell people it's okay to be 300lb, why the... https://t.co/bngjhc9urt""",obesity,  's big paobesity rise tell people 's okay l,0.3,0.25,Positive,"['big paobesity', 'rise', 'okay', 'l']",['big'],The Way of Zen by Alan Watts (book)
5134,b'rt @ozbargain: empowerbidgee: [nsw] free virtual healthy eating course for people with or at risk of obesity including free 3 month access...',obesity, empowerbidgee nsw free virtual healthy eating course people risk obesity including free month access ,0.7,0.433333333,Positive,"['empowerbidgee', 'course', 'obesity', 'free month', 'access']","['free', 'virtual', 'healthy', 'free']",start a gratitude journal to write down three things they are grateful for each day
5135,b'empowerbidgee: [nsw] free virtual healthy eating course for people with or at risk of obesity including free 3 mont... https://t.co/ewc4gjlrkd',obesity,empowerbidgee nsw free virtual healthy eating course people risk obesity including free mont ,0.7,0.433333333,Positive,"['empowerbidgee', 'course', 'obesity', 'free mont']","['free', 'virtual', 'healthy', 'free']",The Untethered Soul: The Journey Beyond Yourself by Michael A. Singer (book)
5136,"b'https://t.co/p1wb29rtbh\n\n""herbal medicine for obesity"" is a medicine introduced in classic books of the 12th-13th c... https://t.co/soed4fumli'",obesity,medicine obesity   medicine introduced classic book th th c ,0.166666667,0.166666667,Positive,"['medicine', 'obesity', 'medicine', 'classic book', 'th', 'th', 'c']",['classic'],The Gifts of Imperfection by Brené Brown (book)
5137,"b'rt @aseeraf1: @morttmm what\'s this? obesity is being promoted in the ""enlightened"" west now?'",obesity, what\ 's obesity promoted   enlightened   west,0,0,Neutral,"['what\\', 'obesity', 'enlightened west']",['enlightened'],The War of Art: Break Through the Blocks and Win Your Inner Creative Battles by Steven Pressfield (book)
5138,b'adults over 50 with obesity experience greater stress during the first year of covid https://t.co/ckgscytl7v https://t.co/z6gttuxulo',obesity,adults obesity experience greater stress first year covid,0.416666667,0.375,Positive,"['obesity', 'experience', 'stress', 'first year', 'covid']","['greater', 'first']","The Book of Joy by Dalai Lama XIV, Desmond Tutu, and Douglas Carlton Abrams (book)"
5139,b'@themfingcoo id say solve obesity first to make solving the other problems easier. maybe take toys out of happy me... https://t.co/l6tg4xxaxa',obesity,id say solve obesity first make solving problem easier maybe take toy happy ,0.666666667,0.525,Positive,"['obesity', 'problem', 'toy']","['easier', 'happy']",The Science of Well-Being Course (online course)
5140,b'adults over 50 with obesity experience greater stress during the first year of covid \n\n#medpub #medtwitter #meded... https://t.co/pgxnqvmnsp',obesity,adults obesity experience greater stress first year covid   medpumedtwitter meded ,0.416666667,0.375,Positive,"['obesity', 'experience', 'stress', 'first year', 'covid', 'medpumedtwitter']","['greater', 'first']","The Book of Joy by Dalai Lama XIV, Desmond Tutu, and Douglas Carlton Abrams (book)"
5141,b'maternal helminth infection protects offspring from high-fat-diet-induced obesity through altered microbiota and sc... https://t.co/qgz9bsoxjr',obesity,maternal helminth infection protects offspring high fat diet induced obesity altered microbiota sc ,0,0,Neutral,"['maternal helminth', 'infection', 'high fat diet', 'obesity', 'microbiota', 'sc']","['maternal', 'high', 'fat']",The Science of Well-Being Course (online course)
5142,b'@scmdude @davenewworld_2 all those infants eating too much fried chicken and dying of obesity? ',obesity,infant eating much fried chicken dying obesity,0.575,-0.2,Negative,"['infant', 'chicken', 'obesity']",['much'],Eat high fibre foods.
5143,b'@quinndiamond1 fat ass or obesity?',obesity,fat as obesity,0,0,Neutral,"['fat', 'obesity']",[],The Science of Happiness Course by UC Berkeley (online course)
5144,b'@steverustad1 how many deaths per year attributed to obesity ?\nand do you support body positivity ?',obesity,many death per year attributed obesity  and suppobody positivity,0.5,0.5,Positive,"['many death', 'year', 'obesity', 'suppobody', 'positivity']",['many'],The Inner Game of Tennis by W. Timothy Gallwey (book)
5145,b'@theambitiousfox how do you feel about obesity ?',obesity,feel obesity,0,0,Neutral,"['feel', 'obesity']",[],"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge"
5146,"b'rt @meet_diabetes: 3rd international conference on #diabetes #endocrinology and #obesity during march 20-21, 2023 at virtual meet more deta...'",obesity, rd international conference diabetes endocrinology obesity march virtual meet deta ,0,0,Neutral,"['rd international conference', 'endocrinology obesity', 'virtual meet', 'deta']","['rd', 'international', 'endocrinology', 'virtual']",The Miracle Morning by Hal Elrod (book)
5147,b'things where obesity was this is warranted. but thats the right now selling such emails to thwart them #oilers #yeg',obesity,things obesity warranted thats right selling email thwaoiler yeg,0.535714286,0.285714286,Positive,"['obesity', 'email thwaoiler', 'yeg']",['email'],The Inner Game of Tennis by W. Timothy Gallwey (book)
5148,b'adults over 50 with obesity experience greater stress during the first year of covid https://t.co/egglej6xpu',obesity,adults obesity experience greater stress first year covid,0.416666667,0.375,Positive,"['obesity', 'experience', 'stress', 'first year', 'covid']","['greater', 'first']",join a community service project or volunteer for a cause they care about
5149,b'@quinndiamond1 all i see is obesity',obesity,see obesity,0,0,Neutral,['obesity'],[],The Power of Positive Thinking by Norman Vincent Peale (book)
5150,"b'pulmonologists in greece have not heard of vaps and current law on coverage recommends hypoventilation tx (obesity,... https://t.co/suttxaqtj2'",obesity,pulmonologists greece heard vaps current law coverage recommends hypoventilation tx obesity ,0.4,0,Neutral,"['current law', 'coverage', 'hypoventilation', 'tx', 'obesity']",['current'],Join a yoga class or a meditation group
5151,"b'people keep telling me there is no pandemic.\nthis is a lie, we have multiple -\n\nmetabolic syndrome\ndiabetes\nobesity... https://t.co/6mslrxezw9'",obesity,people keep telling pandemic. this lie multiple    metabolic syndrome diabetes obesity ,0,0,Neutral,"['pandemic', 'this lie multiple metabolic syndrome', 'obesity']","['lie', 'multiple', 'metabolic']",The Art of Happiness by Dalai Lama XIV and Howard C. Cutler (book)
5152,b'rt @ishirubi: humans will be as badly prepared to take advantage of ai as they are of surplus calories.\n\nmental obesity is about to skyrock...',obesity, human badly prepared take advantage ai surplus calories.  mental obesity skyrock ,0.383333333,-0.35,Negative,"['prepared take', 'advantage', 'surplus', 'mental obesity', 'skyrock']","['human', 'prepared', 'mental']",Eat high fibre foods.
5153,b'@quinndiamond1 obesity oo\nnot ass',obesity,obesity oo not as,0,0,Neutral,['obesity'],[],Radical Acceptance: Embracing Your Life with the Heart of a Buddha by Tara Brach (book)
5154,"b""public safety is against fb's community standards.  obesity is the #1 killer of americans.  just don't say it other... https://t.co/r9boeustb6""",obesity,  public safety f's community standard obesity killer american n't say ,0.022222222,0,Neutral,"['public safety', 'f', 'community', 'standard', 'obesity', 'killer']","['public', 'american']",try a new healthy recipe and cook it from scratch
