,Unnamed: 0,Tweet,tags,Cleaned_tweet,Subjectivity,Polarity,Sentiment,Noun_phrases,Adjectives,final,recommend,symptoms1
5107,5107,b'@grabienmedia the worst thing one could do to kids with autism is limit their ability to communicate.',autism,worst thing one could kid autism limit ability communicate,1.0,-1.0,Negative,"['thing', 'autism', 'limit', 'ability', 'communicate']",['worst'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5111,5111,"b'gotta love when people insist you have something youve already tested for such as autism or adhd, anger issues, etc... https://t.co/atjq4rmevb'",autism,' got ta love people insist something youve already tested autism adhd anger issue etc ,0.4,-0.1,Negative,"['ta love', 'something', 'autism', 'adhd', 'anger', 'issue', 'etc']",['ta'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5120,5120,b'@autism @bbctwo @chrisgpackham will it show autistic ppl in all their diversity? show their struggles as well as th... https://t.co/5psyljrltl',autism,show autistic ppl diversity show struggle well th ,0.2,-0.2,Negative,"['show', 'autistic ppl', 'diversity', 'show', 'struggle']",['autistic'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5126,5126,"b'devastatingly lonely, but also has crippling social anxiety and autism club  https://t.co/jv9v2fx88q'",autism,devastatingly lonely also crippling social anxiety autism club,0.383333333,-0.033333333,Negative,"['social anxiety', 'autism', 'club']",['social'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5149,5149,b'@siobhan_rm @autism @bbctwo @chrisgpackham the nas is not a representative of autistic people but our family member... https://t.co/qshdkflcow',autism,na representative autistic people family member ,0.2,-0.2,Negative,"['family', 'member']","['representative', 'autistic']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5159,5159,"b'@anditoldyaso my autism would be like babe, who do you think it was? that random customer who stared too long? or... https://t.co/lsq74fibpp'",autism,autism would like babe think random customer stared long ,0.45,-0.275,Negative,"['autism', 'babe', 'random customer']","['random', 'long']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5170,5170,"b""@sleepy_catz that's commonly comorbid with your disorder\n\nadhd and autism are very common with each other, i've alr... https://t.co/sjmttozraa""",autism,  's commonly comorbid disorder  adhd autism common 've alr ,0.5,-0.3,Negative,"['comorbid disorder', 'adhd', 'autism']","['comorbid', 'common']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5173,5173,"b'@adamfare1996 at work as a support worker, we were taught people with autism. thank you for the correction. it was wrong.'",autism,work suppoworker taught people autism thank correction wrong,0.9,-0.5,Negative,"['work', 'suppoworker', 'autism', 'thank correction']","['thank', 'wrong']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5180,5180,b'rt @autismsupsoc: oh! that explains a lot! #autism #autistic https://t.co/lbh6rosthb',autism, oh explains lot autism autistic,0.2,-0.2,Negative,['lot autism'],"['lot', 'autistic']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5195,5195,"b'artist with autism, abstract art painting, red yellow blue, 7 x 5 inches, small art, gifts https://t.co/8uoxdzun0k... https://t.co/wvxuvsuntp'",autism,artist autism abstract apainting red yellow blue x inch small agift,0.125,-0.0625,Negative,"['artist', 'autism', 'red yellow blue', 'inch', 'small agift']","['abstract', 'red', 'yellow', 'small']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5202,5202,b'@loliarmpitsniff my retard meds usually make me feel worse idk why. i havent taken any for a long time now? do you have autism or adhd?',autism,retard med usually make feel worse idk havent taken long time autism adhd,0.5625,-0.4,Negative,"['retard', 'idk', 'havent', 'long time', 'autism', 'adhd']","['feel', 'worse', 'long']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5203,5203,b'sorry i autism and i need every handheld ever',autism,sorry autism need every handheld ever,1.0,-0.5,Negative,"['sorry autism', 'every handheld']",['sorry'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5204,5204,b'rt @autismsupsoc: because autism is trending ...\n\nthe autistic community has no issue with parents of autistic children. \n\nthe issue is tha...',autism, autism trending    the autistic community issue parent autistic child   the issue tha ,0.2,-0.2,Negative,"['autism', 'the autistic community', 'issue', 'parent', 'autistic child', 'the issue', 'tha']","['autistic', 'autistic']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5205,5205,"b'@telericook29 @spitfirenix i agree w this but also i highly doubt you can fake autism, unless you mean saying they... https://t.co/kymdaczhsr'",autism,agree w also highly doubt fake autism unless mean saying ,0.7425,-0.2175,Negative,"['agree w', 'autism']","['agree', 'doubt', 'mean']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5209,5209,"b'@tokidoki wish tokidoki was sold over in the uk, they are even harder to get off ebay now, my daughter has autism &amp;... https://t.co/ujt8anrhgg'",autism,wish tokidoki sold uk even harder get ebay daughter autism amp ,0.0,-0.1,Negative,"['wish tokidoki', 'ebay daughter', 'autism', 'amp']","['wish', 'uk', 'ebay']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5212,5212,b'im scared what does this mean- my autism cant handle uncertainty https://t.co/64vgfbybai',autism,im scared mean  autism cant handle uncertainty,0.6875,-0.3125,Negative,"['im', 'mean autism', 'cant handle uncertainty']","['mean', 'cant', 'handle']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5213,5213,b'autism is trending.\n\nlisten to autistic people.\n\nwe are the #autismexperts.\n\nperiod.\n\n#actuallyautistic',autism,autism trending.  listen autistic people.  we autismexperts.  period.  actuallyautistic,0.2,-0.2,Negative,"['autism', 'period']","['autistic', 'actuallyautistic']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5215,5215,"b""@autistic_cherry having an autism diagnosis be so difficult to achieve shouldn't be a thing either yet here we are,... https://t.co/3f8izlirsh""",autism,  autism diagnosis difficult achieve n't thing either yet ,1.0,-0.5,Negative,"['autism', 'diagnosis', 'thing']",['difficult'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5217,5217,b'because autism is trending ...\n\nthe autistic community has no issue with parents of autistic children. \n\nthe issue... https://t.co/3eim0o28em',autism,because autism trending    the autistic community issue parent autistic child   the issue ,0.2,-0.2,Negative,"['autism', 'the autistic community', 'issue', 'parent', 'autistic child', 'the issue']","['autistic', 'autistic']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5218,5218,b'@jasthelass whats highest autism game do not say dmc5',autism,whats highest autism game say dmc,0.4,-0.4,Negative,"['autism', 'game', 'dmc']",['highest'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5223,5223,b'sometimes #autism #fatigue #mentalillness etc mean not having the energy to socialise - but telling people to go aw... https://t.co/ijxcd185rl',autism,sometimes autism fatigue mentalillness etc mean energy socialise telling people go aw ,0.6875,-0.3125,Negative,"['autism', 'fatigue mentalillness', 'etc', 'energy', 'socialise']","['fatigue', 'aw']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5224,5224,b'@jamesaray @elonmusk @stationcdrkelly not really. he has a different world view from most people due to his autism.',autism,really different world view people due autism,0.4875,-0.0625,Negative,"['different world', 'view', 'due autism']","['different', 'due']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5233,5233,"b""oh jesus, just saw autism is trending. i'm afraid to find out why""",autism,  oh jesus saw autism trending 'm afraid find  ,0.9,-0.6,Negative,"['jesus', 'autism', 'afraid find']",['afraid'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5234,5234,b'take a moment to watch this.\n\nautism should never be used as a means to attack other marginalised groups. https://t.co/v8tfvpmv5g',autism,take moment watch this.  autism never used mean attack marginalised group,0.6875,-0.3125,Negative,"['moment', 'watch', 'autism', 'mean attack', 'group']",['mean'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5243,5243,b'rt @thesaltynsassy: autism moms love to go on about how difficult it is to have/raise an #actuallyautistic child.\n\ninstead i feel sorry for...',autism, autism mom love go difficult have raise actuallyautistic child.  instead feel sorry ,0.866666667,-0.166666667,Negative,"['autism', 'mom', 'actuallyautistic child', 'sorry']","['difficult', 'actuallyautistic']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5245,5245,"b'@pokmonfanboy @manmilk2 as someone with autism, what the fuck is this tomfoolery?'",autism,someone autism fuck tomfoolery,0.6,-0.4,Negative,"['someone', 'autism', 'tomfoolery']",[],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5251,5251,"b""istg yo he like i didn't mean to embrass you or anything they have autism  https://t.co/ozy57411ve""",autism,  istg yo like n't mean embrass anything autism,0.6875,-0.3125,Negative,"['embrass', 'anything', 'autism']",['istg'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5255,5255,b'rt @dranilakhan: family needs help. mom of #autism is desperate and needs an in home tutor or home schooling program for her son. a private...',autism, family need help mom autism desperate need home tutor home schooling program son private ,0.6875,-0.3,Negative,"['family', 'autism', 'desperate need', 'home', 'tutor', 'home', 'program', 'son']","['desperate', 'private']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5260,5260,"b""@deathcripps as someone with high functioning autism, im technically disabled \n\nyou wouldn't know it to look at me,... https://t.co/atqaxryv5e""",autism,  someone high functioning autism im technically disabled   you would n't know look ,0.42,-0.02,Negative,"['someone', 'autism', 'im']",['high'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5262,5262,b'my autism won today im sorry world',autism,my autism today im sorry world,1.0,-0.5,Negative,"['autism', 'today', 'sorry world']",['sorry'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5280,5280,b'rt @autismsupsoc: #autism #autistic #phunny #lovelanguage \nso are shibboleths ... https://t.co/310rhthoge',autism, autism autistic phunny lovelanguage  so shibboleth ,0.2,-0.2,Negative,"['autism', 'autistic phunny', 'lovelanguage']","['autistic', 'shibboleth']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5282,5282,"b'autism, equal to being a deadbeat, a woman beater, and a pedo. \n\ni learn new things everyday. https://t.co/dob5tf2daq'",autism,autism equal deadbeat woman beater pedo   i learn new thing everyday,0.434848485,-0.021212121,Negative,"['autism', 'equal deadbeat', 'woman', 'beater', 'pedo', 'i', 'new thing', 'everyday']","['equal', 'new']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5286,5286,b'just when will community mental health teams start learning properly about autism and neurodiverse conditions? can... https://t.co/duqthvp1vr',autism,just community mental health team stalearning properly autism neurodiverse condition ,0.15,-0.05,Negative,"['community', 'mental health', 'team', 'autism', 'neurodiverse condition']","['mental', 'neurodiverse']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5288,5288,"b'rt @autismsupsoc: because autism is trending ... \n\ncolumbo is autistic ... so is jessica, monk, shawn, gus, veronica, jessica (again), dipp...'",autism, autism trending    columbo autistic  jessica monk shawn gu veronica jessica dipp ,0.2,-0.2,Negative,"['autism', 'columbo autistic jessica', 'monk', 'shawn', 'gu', 'veronica', 'jessica', 'dipp']","['columbo', 'autistic']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5295,5295,"b'@goddeketal for me it started with those rumors about vaccines causing autism. i thought it was highly unlikely, bu... https://t.co/emnnbxsy4u'",autism,started rumor vaccine causing autism thought highly unlikely bu ,0.5,-0.5,Negative,"['rumor', 'vaccine', 'autism', 'unlikely bu']",['unlikely'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5300,5300,"b""if i knew a teacher would give me a hard time i'd probably skip the whole lesson. bit easier when i had my autism d... https://t.co/gzflwg0kxc""",autism,  knew teacher would give hard time 'd probably skip whole lesson bit easier autism ,0.470833333,-0.045833333,Negative,"['knew', 'teacher', 'hard time', 'whole lesson', 'bit', 'autism']","['hard', 'whole', 'easier']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5301,5301,b'rt @autismsupsoc: flat facing #flatfacing #autistic #autism #onlymurdersinthebuilding @onlymurdershulu https://t.co/eaxqd7v6h6',autism, flat facing flatfacing autistic autism onlymurdersinthebuilding,0.1625,-0.1125,Negative,['autistic autism'],"['flat', 'autistic']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5305,5305,"b""i don't have autism i am autistic.""",autism,  n't autism autistic  ,0.2,-0.2,Negative,['autism'],['autistic'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5311,5311,b'getting diagnosed with both autism and adhd has really helped me understand why i was such a little shit as a kid and even now my goodness',autism,getting diagnosed autism adhd really helped understand little shit kid even goodness,0.5,-0.0625,Negative,"['autism', 'adhd', 'goodness']","['little', 'shit']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5314,5314,"b'rt @tweetingautism: #happyvalentinesday to #autism parents who fight every day to give a voice to their children, who are unable to tell th...'",autism, happyvalentinesday autism parent fight every day give voice child unable tell th ,0.5,-0.5,Negative,"['happyvalentinesday', 'autism', 'parent', 'fight', 'every day', 'voice', 'child', 'unable tell', 'th']",['unable'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5320,5320,b'the autism and adhd services in the uk fucking suck',autism,the autism adhd service uk fucking suck,0.8,-0.6,Negative,"['the autism', 'adhd service', 'suck']","['adhd', 'uk']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5326,5326,"b'rt @vverkopft: and generally, question non-autistic ""autism specialists"", most of them get so much about autism wrong. listen to autistic p...'",autism, generally question non autistic   autism specialist   get much autism wrong listen autistic p ,0.45,-0.1125,Negative,"['question', 'non autistic autism', 'specialist', 'much autism', 'wrong listen autistic p']","['non', 'autistic', 'much', 'wrong', 'listen', 'autistic']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5328,5328,b'@jusrangers as a mother of a son with autism - they should be jailed and sued - horrific child abuse !',autism,mother son autism jailed sued horrific child abuse,1.0,-1.0,Negative,"['mother', 'son', 'autism', 'horrific child', 'abuse']",['horrific'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5329,5329,b'rt @autismsupsoc: #autism #autistic #fairytail #anime #family \nfound family ... https://t.co/grqpnz6zsp',autism, autism autistic fairytail anime family  found family ,0.2,-0.2,Negative,"['autism', 'autistic fairytail', 'anime', 'family', 'family']",['autistic'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5330,5330,"b'missing child alert\ndonnie dobson\nbrooklyn, new york\n#mpia_alert  #newyork  #missing  #brooklyn  #autism... https://t.co/lwhy7ivbw2'",autism,missing child alert donnie dobson brooklyn new york mpia alenewyork missing brooklyn autism ,0.184848485,-0.087878788,Negative,"['child', 'alert', 'donnie', 'dobson', 'new york', 'mpia', 'alenewyork', 'brooklyn', 'autism']",['new'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5333,5333,b'because autism is trending ...\n\nthe autistic spectrum is not a line. https://t.co/ylyuxsffk5',autism,because autism trending    the autistic spectrum line,0.2,-0.2,Negative,"['autism', 'the autistic spectrum', 'line']",['autistic'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5336,5336,"b'hot take, the hate towards electro swing is at least in part due to prejudice against autism.'",autism,hot take hate towards electro swing least padue prejudice autism,0.716666667,-0.283333333,Negative,"['hate', 'padue prejudice', 'autism']","['hot', 'least', 'padue']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5342,5342,b'@lovegrasss @postjointsleep @marcusstatic @jyzwq why is autism bad lmao',autism,autism bad lmao,0.833333333,-0.05,Negative,"['autism', 'bad lmao']",['bad'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5344,5344,"b""autism is trending.\nit's me, hi, i'm autistic, it's me.""",autism,  autism trending. it 's hi 'm autistic 's  ,0.2,-0.2,Negative,['autism'],"['hi', 'autistic']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5348,5348,"b'because autism is trending ... \n\ncolumbo is autistic ... so is jessica, monk, shawn, gus, veronica, jessica (again)... https://t.co/1gdm79h5m8'",autism,because autism trending    columbo autistic  jessica monk shawn gu veronica jessica ,0.2,-0.2,Negative,"['autism', 'columbo autistic jessica', 'monk', 'shawn', 'gu', 'veronica', 'jessica']","['columbo', 'autistic']","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5349,5349,b'rt @autismsupsoc: one of the harder challenges to explain about being autistic is infantilization.\n\n@taniaamarshall has thankfully provided...',autism, one harder challenge explain autistic infantilization.   thankfully provided ,0.1,-0.15,Negative,"['harder', 'challenge', 'autistic infantilization']",['autistic'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
5373,5373,b'because autism is trending ... \n\n@bobsburgersfox is an extremely autistic show https://t.co/jgd1sy0qzf',autism,because autism trending     extremely autistic show,0.2,-0.2,Negative,"['autism', 'autistic show']",['autistic'],"Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.","Behavioral therapy: Behavioral therapy, such as applied behavior analysis (ABA), can help children with autism learn new skills, improve communication and social interactions, and reduce problematic behaviors.",No
