,Tweet,Flag,Tags,prep
1111,"b'RT @_atanas_: \xf0\x9f\xa9\xba "" people with obesity or diabetes who consume 20% or more of their daily calories from fast food have severely elevated lev\xe2\x80\xa6'",1,diabetes,rt atana xf xa xba peopl obes diabet consum daili calori fast food sever elev lev xe xa
1112,b'RT @korysstorm: it\xe2\x80\x99s crazy how you can have a skincare routine down while someone else is acne free just from water &amp; body wash on the face',1,skincare,rt korysstorm xe crazi skincar routin acn free water amp bodi wash face
1113,b'RT @EBBahboh: How to \xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\xaa\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb8\x99\xe0\xb8\x9c\xe0\xb8\xaa\xe0\xb8\xa1 Skincare \xe0\xb9\x81\xe0\xb8\x9a\xe0\xb8\x9a Basic \xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x97\xe0\xb8\xb8\xe0\xb8\x81\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x83\xe0\xb8\x8a\xe0\xb9\x89\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\n\xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\xad\xe0\xb9\x83\xe0\xb8\x99\xe0\xb9\x80\xe0\xb8\x98\xe0\xb8\xa3\xe0\xb8\x94\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb https://t.co/IvnRIZjVLv',1,Skincare,rt ebbahboh xe xb xad xe xb xe xb xb xe xb xe xb xaa xe xb xe xb xa xe xb xe xb xe xb xaa xe xb xa skincar xe xb xe xb xe xb basic xe xb xe xb xb xe xb xe xb xe xb xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xad xe xb xe xb xb xe xb xe xb xe xb xe xb xad xe xb xe xb xe xb xe xb xe xb xa xe xb xe xb xe xb xe xb xe xb xe xb xa xe xb xa xf xf xbb xf xf xbb xf xf xbb xf xf xbb xf xf xbb http ivnrizjvlv
1114,b'RT @EBBahboh: How to \xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\xaa\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb8\x99\xe0\xb8\x9c\xe0\xb8\xaa\xe0\xb8\xa1 Skincare \xe0\xb9\x81\xe0\xb8\x9a\xe0\xb8\x9a Basic \xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x97\xe0\xb8\xb8\xe0\xb8\x81\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x83\xe0\xb8\x8a\xe0\xb9\x89\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\n\xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\xad\xe0\xb9\x83\xe0\xb8\x99\xe0\xb9\x80\xe0\xb8\x98\xe0\xb8\xa3\xe0\xb8\x94\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb https://t.co/IvnRIZjVLv',1,Skincare,rt ebbahboh xe xb xad xe xb xe xb xb xe xb xe xb xaa xe xb xe xb xa xe xb xe xb xe xb xaa xe xb xa skincar xe xb xe xb xe xb basic xe xb xe xb xb xe xb xe xb xe xb xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xad xe xb xe xb xb xe xb xe xb xe xb xe xb xad xe xb xe xb xe xb xe xb xe xb xa xe xb xe xb xe xb xe xb xe xb xe xb xa xe xb xa xf xf xbb xf xf xbb xf xf xbb xf xf xbb xf xf xbb http ivnrizjvlv
1115,"b'RT @lyaaunnie: As full time degree student ni, I memang nak focus on basic skincare je. Taknak overspending and cari skincare yang betul-be\xe2\x80\xa6'",1,skincare,rt lyaaunni full time degre student ni memang nak focu basic skincar je taknak overspend cari skincar yang betul xe xa
1116,b'RT @EBBahboh: How to \xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\xaa\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb8\x99\xe0\xb8\x9c\xe0\xb8\xaa\xe0\xb8\xa1 Skincare \xe0\xb9\x81\xe0\xb8\x9a\xe0\xb8\x9a Basic \xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x97\xe0\xb8\xb8\xe0\xb8\x81\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x83\xe0\xb8\x8a\xe0\xb9\x89\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\n\xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\xad\xe0\xb9\x83\xe0\xb8\x99\xe0\xb9\x80\xe0\xb8\x98\xe0\xb8\xa3\xe0\xb8\x94\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb https://t.co/IvnRIZjVLv',1,Skincare,rt ebbahboh xe xb xad xe xb xe xb xb xe xb xe xb xaa xe xb xe xb xa xe xb xe xb xe xb xaa xe xb xa skincar xe xb xe xb xe xb basic xe xb xe xb xb xe xb xe xb xe xb xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xad xe xb xe xb xb xe xb xe xb xe xb xe xb xad xe xb xe xb xe xb xe xb xe xb xa xe xb xe xb xe xb xe xb xe xb xe xb xa xe xb xa xf xf xbb xf xf xbb xf xf xbb xf xf xbb xf xf xbb http ivnrizjvlv
1117,"b'RT @CommeDesHazons: rhinoplasty, eye lift, jaw shave, botox, cheek filler, facial bone surgery, gastric bypass surgery, face lift, lip fill\xe2\x80\xa6'",1,surgery,rt commedeshazon rhinoplasti eye lift jaw shave botox cheek filler facial bone surgeri gastric bypass surgeri face lift lip fill xe xa
1118,"b'Socker \xc3\xa4r det enda man n\xc3\xa5gonsin ska ge en person med diabetes, aldrig insulin. https://t.co/q3aQigkUna'",1,diabetes,socker xc xa det enda man xc xa gonsin ska ge en person med diabet aldrig insulin http aqigkuna
1119,b'RT @JuliAdinolfi: pasa la rutina de skincare gordo mira esa piel',1,skincare,rt juliadinolfi pasa la rutina de skincar gordo mira esa piel
1120,b'RT @OnSquares: Regular Assessment of The Child with Diabetes \n\n\xf0\x9f\x93\x96 Reference: Illustrated Textbook of Pediatric 6th Edition \n#Pediatric #Endo\xe2\x80\xa6',1,Diabetes,rt onsquar regular assess child diabet xf refer illustr textbook pediatr edit pediatr endo xe xa
1121,b'Find your happy place\n\n#toppbox #groomingbox #grooming #skincare #shaving #bodycare #haircare #fragrance #cologne\xe2\x80\xa6 https://t.co/WddfpTWOSn',1,skincare,find happi place toppbox groomingbox groom skincar shave bodycar haircar fragranc cologn xe xa http wddfptwosn
1122,b'@NoGankOmar Diabetes',1,Diabetes,nogankomar diabet
1123,b'RT @ugcgabi: Reviewing Topicals Skin care Products \xf0\x9f\x92\x95\xe2\x9c\xa8 #ugccommunity #ugc #UGC #UGCcreator #UGCopportunity #ugcjourney #topicals #skincare #\xe2\x80\xa6',1,skincare,rt ugcgabi review topic skin care product xf xe xa ugccommun ugc ugc ugccreat ugcopportun ugcjourney topic skincar xe xa
1124,"b'RT @VICTORSILVES63: LA DIABETES Y LOS F\xc3\x81RMACOS : \nLa diabetes no es una enfermedad cr\xc3\xb3nica, los f\xc3\xa1rmacos la convierten en cr\xc3\xb3nica.\nLa diabe\xe2\x80\xa6'",1,DIABETES,rt victorsilv la diabet lo xc rmaco nla diabet es una enfermedad cr xc xb nica lo xc xa rmaco la convierten en cr xc xb nica nla diab xe xa
1125,"b'RT @_atanas_: \xf0\x9f\xa9\xba "" people with obesity or diabetes who consume 20% or more of their daily calories from fast food have severely elevated lev\xe2\x80\xa6'",1,diabetes,rt atana xf xa xba peopl obes diabet consum daili calori fast food sever elev lev xe xa
1126,b'Un equipo cient\xc3\xadfico espa\xc3\xb1ol descubre c\xc3\xb3mo se relacionan la diabetes y el alzh\xc3\xa9imer. https://t.co/LuJD63lD8U',1,diabetes,equipo cient xc xadfico espa xc xb ol descubr xc xb mo se relacionan la diabet el alzh xc xa imer http lujd ld
1127,b'RT @JuliAdinolfi: pasa la rutina de skincare gordo mira esa piel',1,skincare,rt juliadinolfi pasa la rutina de skincar gordo mira esa piel
1128,"b'RT @NicoGagelmann: Patient with type 2 diabetes, now suddenly with severe fatigue and her legs hurt for months. Received pregabalin for dia\xe2\x80\xa6'",1,diabetes,rt nicogagelmann patient type diabet suddenli sever fatigu leg hurt month receiv pregabalin dia xe xa
1129,"b'@DiegoDeLucaTwit @reportrai3 Se ha nausea forse ha l\xe2\x80\x99influenza, gira di sto periodo. Pu\xc3\xb2 andare in farmacia a comprare il Plasil.'",1,nausea,diegodelucatwit reportrai se ha nausea fors ha xe influenza gira di sto periodo pu xc xb andar farmacia comprar il plasil
1130,b'RT @EBBahboh: How to \xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\xaa\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb8\x99\xe0\xb8\x9c\xe0\xb8\xaa\xe0\xb8\xa1 Skincare \xe0\xb9\x81\xe0\xb8\x9a\xe0\xb8\x9a Basic \xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x97\xe0\xb8\xb8\xe0\xb8\x81\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x83\xe0\xb8\x8a\xe0\xb9\x89\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\n\xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\xad\xe0\xb9\x83\xe0\xb8\x99\xe0\xb9\x80\xe0\xb8\x98\xe0\xb8\xa3\xe0\xb8\x94\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb https://t.co/IvnRIZjVLv',1,Skincare,rt ebbahboh xe xb xad xe xb xe xb xb xe xb xe xb xaa xe xb xe xb xa xe xb xe xb xe xb xaa xe xb xa skincar xe xb xe xb xe xb basic xe xb xe xb xb xe xb xe xb xe xb xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xad xe xb xe xb xb xe xb xe xb xe xb xe xb xad xe xb xe xb xe xb xe xb xe xb xa xe xb xe xb xe xb xe xb xe xb xe xb xa xe xb xa xf xf xbb xf xf xbb xf xf xbb xf xf xbb xf xf xbb http ivnrizjvlv
1131,"b'RT @dashosunaa_: amo maquillarme, amo arreglar mi cabello, amo hacerme las u\xc3\xb1itas, amo hacerme skincare'",1,skincare,rt dashosunaa amo maquillarm amo arreglar mi cabello amo hacerm la xc xb ita amo hacerm skincar
1132,"b""RT @Kpop_Herald: Cha Eun-woo of @offclASTRO has been named the new face of @Dior Beauty's Capture Totale anti-aging skincare line. The bran\xe2\x80\xa6""",1,skincare,rt kpop herald cha eun woo offclastro name face dior beauti captur total anti age skincar line bran xe xa
1133,b'RT @EBBahboh: How to \xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\xaa\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb8\x99\xe0\xb8\x9c\xe0\xb8\xaa\xe0\xb8\xa1 Skincare \xe0\xb9\x81\xe0\xb8\x9a\xe0\xb8\x9a Basic \xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x97\xe0\xb8\xb8\xe0\xb8\x81\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x83\xe0\xb8\x8a\xe0\xb9\x89\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\n\xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\xad\xe0\xb9\x83\xe0\xb8\x99\xe0\xb9\x80\xe0\xb8\x98\xe0\xb8\xa3\xe0\xb8\x94\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb https://t.co/IvnRIZjVLv',1,Skincare,rt ebbahboh xe xb xad xe xb xe xb xb xe xb xe xb xaa xe xb xe xb xa xe xb xe xb xe xb xaa xe xb xa skincar xe xb xe xb xe xb basic xe xb xe xb xb xe xb xe xb xe xb xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xad xe xb xe xb xb xe xb xe xb xe xb xe xb xad xe xb xe xb xe xb xe xb xe xb xa xe xb xe xb xe xb xe xb xe xb xe xb xa xe xb xa xf xf xbb xf xf xbb xf xf xbb xf xf xbb xf xf xbb http ivnrizjvlv
1134,"b'@lLLEGITS \xef\xb8\x8f\xef\xb8\x8f\n\n \xef\xb8\x8f\xef\xb8\x8f\n\n \xef\xb8\x8f\xef\xb8\x8f\nSoalnya kalau cowok sekarang udah banyak skincare yang cocok juga. Jadi kayaknya, bisa lebih\xe2\x80\xa6 https://t.co/tZN6HmtB9j'",1,skincare,lllegit xef xb xef xb xef xb xef xb xef xb xef xb nsoalnya kalau cowok sekarang udah banyak skincar yang cocok juga jadi kayaknya bisa lebih xe xa http tzn hmtb
1135,"b'RT @realJaredGilman: rhinoplasty, eye enlargement, quil shave, botox, cheek filler, facial bone surgery, gastric bypass surgery, face lift,\xe2\x80\xa6'",1,surgery,rt realjaredgilman rhinoplasti eye enlarg quil shave botox cheek filler facial bone surgeri gastric bypass surgeri face lift xe xa
1136,"b'RT @_atanas_: \xf0\x9f\xa9\xba "" people with obesity or diabetes who consume 20% or more of their daily calories from fast food have severely elevated lev\xe2\x80\xa6'",1,diabetes,rt atana xf xa xba peopl obes diabet consum daili calori fast food sever elev lev xe xa
1137,"b'Diabetes and high cholesterol can often occur together, but there are ways to manage both. As you watch your blood\xe2\x80\xa6 https://t.co/iBpNiOnqGH'",1,Diabetes,diabet high cholesterol occur way manag watch blood xe xa http ibpnionqgh
1138,"b'@expectosy mending suaminya disuruh beli eskrim diamond 8 liter terus dimakan sampe diabetes deh, daripada selingkuh atau jajan di luar'",1,diabetes,expectosi mend suaminya disuruh beli eskrim diamond liter teru dimakan samp diabet deh daripada selingkuh atau jajan di luar
1139,"b'RT @_atanas_: \xf0\x9f\xa9\xba "" people with obesity or diabetes who consume 20% or more of their daily calories from fast food have severely elevated lev\xe2\x80\xa6'",1,diabetes,rt atana xf xa xba peopl obes diabet consum daili calori fast food sever elev lev xe xa
1140,b'RT @AbudiAlsagoff: Kulit smooth&gt;&gt;&gt;kulit putih tapi berkerak. Skincare&gt;&gt;&gt;product pemutih kulit sampah.',1,Skincare,rt abudialsagoff kulit smooth gt gt gt kulit putih tapi berkerak skincar gt gt gt product pemutih kulit sampah
1141,"b'pengen beli skincare korea dah, apaan ya'",1,skincare,pengen beli skincar korea dah apaan ya
1142,b'RT @txtorangthread: vitamin c serum for daily routine skincare\n\n- a thread - https://t.co/Ac92CgUFwQ',1,skincare,rt txtorangthread vitamin serum daili routin skincar thread http ac cgufwq
1143,"b'RT @VICTORSILVES63: LA DIABETES Y LOS F\xc3\x81RMACOS : \nLa diabetes no es una enfermedad cr\xc3\xb3nica, los f\xc3\xa1rmacos la convierten en cr\xc3\xb3nica.\nLa diabe\xe2\x80\xa6'",1,DIABETES,rt victorsilv la diabet lo xc rmaco nla diabet es una enfermedad cr xc xb nica lo xc xa rmaco la convierten en cr xc xb nica nla diab xe xa
1144,b'RT @korysstorm: it\xe2\x80\x99s crazy how you can have a skincare routine down while someone else is acne free just from water &amp; body wash on the face',1,skincare,rt korysstorm xe crazi skincar routin acn free water amp bodi wash face
1145,"b'@GiorgiaMeloni Mi viene la nausea se ti ascolto, quindi evito. \xc3\x88 un brutto segno quando provo nausea per una person\xe2\x80\xa6 https://t.co/sFZaWv0Dld'",1,nausea,giorgiameloni mi vien la nausea se ti ascolto quindi evito xc brutto segno quando provo nausea una person xe xa http sfzawv dld
1146,b'Diabetes',1,Diabetes,diabet
1147,b'RT @Iaviyenrose: @ohmybeautybank Sumpah skincare korea emang yaaa size nya. Hahhhaha',1,skincare,rt iaviyenros ohmybeautybank sumpah skincar korea emang yaaa size nya hahhhaha
1148,"b""RT @gemmasbeadery: urgent : trans woman needs insulin!  \nY'all I have type 1 Diabetes and my student health insurance plan just changed. Th\xe2\x80\xa6""",1,Diabetes,rt gemmasbeaderi urgent tran woman insulin ny type diabet student health insur plan chang xe xa
1149,"b'Yang belum tau Retinal, ini ingredient skincare baru yang lagi hits. Lebih potent dari retinol, katanya 10x lebih k\xe2\x80\xa6 https://t.co/NJKszzFNi3'",1,skincare,yang belum tau retin ini ingredi skincar baru yang lagi hit lebih potent dari retinol katanya lebih xe xa http njkszzfni
1150,b'RT @EBBahboh: How to \xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\xaa\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb8\x99\xe0\xb8\x9c\xe0\xb8\xaa\xe0\xb8\xa1 Skincare \xe0\xb9\x81\xe0\xb8\x9a\xe0\xb8\x9a Basic \xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x97\xe0\xb8\xb8\xe0\xb8\x81\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x83\xe0\xb8\x8a\xe0\xb9\x89\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\n\xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\x95\xe0\xb9\x88\xe0\xb8\xad\xe0\xb9\x83\xe0\xb8\x99\xe0\xb9\x80\xe0\xb8\x98\xe0\xb8\xa3\xe0\xb8\x94\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\xe0\xb9\x80\xe0\xb8\xa5\xe0\xb8\xa2 \xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb https://t.co/IvnRIZjVLv',1,Skincare,rt ebbahboh xe xb xad xe xb xe xb xb xe xb xe xb xaa xe xb xe xb xa xe xb xe xb xe xb xaa xe xb xa skincar xe xb xe xb xe xb basic xe xb xe xb xb xe xb xe xb xe xb xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xe xb xad xe xb xe xb xb xe xb xe xb xe xb xe xb xad xe xb xe xb xe xb xe xb xe xb xa xe xb xe xb xe xb xe xb xe xb xe xb xa xe xb xa xf xf xbb xf xf xbb xf xf xbb xf xf xbb xf xf xbb http ivnrizjvlv
1151,b'RT @korysstorm: it\xe2\x80\x99s crazy how you can have a skincare routine down while someone else is acne free just from water &amp; body wash on the face',1,skincare,rt korysstorm xe crazi skincar routin acn free water amp bodi wash face
1152,b'ternyata skincare itu nagih ya \xf0\x9f\x99\x82 sekali nyoba kalau belum merasa puas jadinya pengen nyoba yg lain lagi. tapi kalo\xe2\x80\xa6 https://t.co/pTnavK4ZaF',1,skincare,ternyata skincar itu nagih ya xf sekali nyoba kalau belum merasa pua jadinya pengen nyoba yg lain lagi tapi kalo xe xa http ptnavk zaf
1153,b'RT @korysstorm: it\xe2\x80\x99s crazy how you can have a skincare routine down while someone else is acne free just from water &amp; body wash on the face',1,skincare,rt korysstorm xe crazi skincar routin acn free water amp bodi wash face
1154,b'RT @kamleshkhunti: Meta-analysis of 13 RCTS\n\nLifestyle  interventions can  reduce  the  risk of  T2 diabetes  in  women  with  prior  gesta\xe2\x80\xa6',1,diabetes,rt kamleshkhunti meta analysi rct nlifestyl intervent reduc risk diabet women prior gesta xe xa
1155,b'RT @korysstorm: it\xe2\x80\x99s crazy how you can have a skincare routine down while someone else is acne free just from water &amp; body wash on the face',1,skincare,rt korysstorm xe crazi skincar routin acn free water amp bodi wash face
1156,b'1 am nausea waking me up gotta love it',1,nausea,nausea wake gotta love
1157,b'RT @ProfesorZubairi: Berulang kali orang tanya kepada saya: apa cara efektif cegah diabetes?\n\nBerkali-kali juga saya menjawab bahwa salah s\xe2\x80\xa6',1,diabetes,rt profesorzubairi berulang kali orang tanya kepada saya apa cara efektif cegah diabet nberkali kali juga saya menjawab bahwa salah xe xa
1158,"b'RT @adamfare1996: The human body is amazing, but making hunger and nausea so similar that you sometimes can\xe2\x80\x99t tell the difference is a mass\xe2\x80\xa6'",1,nausea,rt adamfar human bodi amaz make hunger nausea similar xe differ mass xe xa
1159,b'RT @JuliAdinolfi: pasa la rutina de skincare gordo mira esa piel',1,skincare,rt juliadinolfi pasa la rutina de skincar gordo mira esa piel
1160,b'@gsays21 la skincare despu\xc3\xa9s de la ducha t\xc3\xada porque en la ducha se te va a ir todo',1,skincare,gsay la skincar despu xc xa de la ducha xc xada porqu en la ducha se te va ir todo
1161,"b'Nuevamente ca\xc3\xad en tomar 2 litros de chocolatada\nDiabetes, estamos a punto de conocernos'",1,Diabetes,nuevament xc xad en tomar litro de chocolatada ndiabet estamo punto de conocerno
1162,b'RT @korysstorm: it\xe2\x80\x99s crazy how you can have a skincare routine down while someone else is acne free just from water &amp; body wash on the face',1,skincare,rt korysstorm xe crazi skincar routin acn free water amp bodi wash face
1163,"b""RT @drkasenene: Don't stay on medication unnecessarily. Type 2 diabetes is reversible. \n\nGive yourself, your parents and loved ones an earl\xe2\x80\xa6""",1,diabetes,rt drkasenen stay medic unnecessarili type diabet revers ngive parent love earl xe xa
1164,"b'RT @glowinbeautyy: \xe2\x9c\xa8 \xe2\x9c\xa8 GIVEAWAY \xe2\x9c\xa8 \xe2\x9c\xa8 \nGuysss aku mau giveaway beberapa skincare kuu, almost new yaaah.\n\n\xe2\x9d\x97\xef\xb8\x8fsyarat\xe2\x9d\x97\xef\xb8\x8f\n\xf0\x9f\x94\x81 retweet tweet ini\n\xe2\x9d\xa4\xef\xb8\x8f li\xe2\x80\xa6'",1,skincare,rt glowinbeautyy xe xa xe xa giveaway xe xa xe xa nguysss aku mau giveaway beberapa skincar kuu yaaah xe xef xb fsyarat xe xef xb xf retweet tweet ini xe xa xef xb li xe xa
1165,b'RT @korysstorm: it\xe2\x80\x99s crazy how you can have a skincare routine down while someone else is acne free just from water &amp; body wash on the face',1,skincare,rt korysstorm xe crazi skincar routin acn free water amp bodi wash face
1166,b'RT @ugcgabi: Reviewing Topicals Skin care Products \xf0\x9f\x92\x95\xe2\x9c\xa8 #ugccommunity #ugc #UGC #UGCcreator #UGCopportunity #ugcjourney #topicals #skincare #\xe2\x80\xa6',1,skincare,rt ugcgabi review topic skin care product xf xe xa ugccommun ugc ugc ugccreat ugcopportun ugcjourney topic skincar xe xa
1167,"b'I have a lot on my plate from work stress, diabetes, breakup, relocation to poor mental health in general and this\xe2\x80\xa6 https://t.co/aCNI7NozeM'",1,diabetes,lot plate work stress diabet breakup reloc poor mental health gener xe xa http acni nozem
1168,b'RT @sunggyuphile: i\xe2\x80\x99m getting diabetes from all the sweetness https://t.co/9wyYnw4zaC',1,diabetes,rt sunggyuphil xe diabet sweet http wyynw zac
1169,b'RT @korysstorm: it\xe2\x80\x99s crazy how you can have a skincare routine down while someone else is acne free just from water &amp; body wash on the face',1,skincare,rt korysstorm xe crazi skincar routin acn free water amp bodi wash face
1170,"b'RT @Kanthan2030: If you say, ""Ban Coca Cola and sugary drinks because they cause diabetes in children,"" the elites won\'t do that. Politicia\xe2\x80\xa6'",1,diabetes,rt kanthan ban coca cola sugari drink diabet children elit won politicia xe xa
1171,"b'RT @VICTORSILVES63: LA DIABETES Y LOS F\xc3\x81RMACOS : \nLa diabetes no es una enfermedad cr\xc3\xb3nica, los f\xc3\xa1rmacos la convierten en cr\xc3\xb3nica.\nLa diabe\xe2\x80\xa6'",1,DIABETES,rt victorsilv la diabet lo xc rmaco nla diabet es una enfermedad cr xc xb nica lo xc xa rmaco la convierten en cr xc xb nica nla diab xe xa
1172,"b""RT @chrisboettcher9: Your abdominal fat is destroying your organs and setting the stage for diabetes, heart disease, and cancer.  \n\nHere's\xe2\x80\xa6""",1,cancer,rt chrisboettch abdomin fat destroy organ set stage diabet heart diseas cancer nhere xe xa
1173,b'@RoadmanCycling I did a sponsored cycle for diabetes UK. I cycled 400 miles and I got a medal. My only cycling meda\xe2\x80\xa6 https://t.co/4Ys7rLKvM5',1,diabetes,roadmancycl sponsor cycl diabet uk cycl mile medal cycl meda xe xa http ys rlkvm
1174,b'Thank you @neynyah_kmo sa pag suggest ng skincare love u!! \xe2\x9d\xa4\xef\xb8\x8f',1,skincare,neynyah kmo sa pag suggest ng skincar love xe xa xef xb
1175,b'im so lucky cus i have no skincare routine and my skin is clearrrrr\xf0\x9f\x92\x85 https://t.co/mSGvfitNie',1,skincare,lucki cu skincar routin skin clearrrrr xf http msgvfitni
1176,b'tiap hari kalo gini terus bisa diabetes hati akohhhh ya Allah apakah kali ini doa ku terkabul kan ?',1,diabetes,tiap hari kalo gini teru bisa diabet hati akohhhh ya allah apakah kali ini doa ku terkabul kan
1177,"b'@DiljanMansoor My Daad has caught by Diabetes. I would like to get checkup and advice from you, how can it possible?'",1,Diabetes,diljanmansoor daad caught diabet like checkup advic
1178,b'RT @korysstorm: it\xe2\x80\x99s crazy how you can have a skincare routine down while someone else is acne free just from water &amp; body wash on the face',1,skincare,rt korysstorm xe crazi skincar routin acn free water amp bodi wash face
1179,b'RT @korysstorm: it\xe2\x80\x99s crazy how you can have a skincare routine down while someone else is acne free just from water &amp; body wash on the face',1,skincare,rt korysstorm xe crazi skincar routin acn free water amp bodi wash face
